fecha,temperatura_C,TC,posicion,profundidad_m
2026-01-14 01:57:01,16.128,TC1,surface,0.0
2026-01-14 02:27:01,15.94,TC1,surface,0.0
2026-01-14 02:57:01,15.753,TC1,surface,0.0
2026-01-14 03:27:01,15.565,TC1,surface,0.0
2026-01-14 03:57:01,15.439,TC1,surface,0.0
2026-01-14 04:27:01,15.314,TC1,surface,0.0
2026-01-14 04:57:01,15.189,TC1,surface,0.0
2026-01-14 05:27:01,15.064,TC1,surface,0.0
2026-01-14 05:57:01,15.001,TC1,surface,0.0
2026-01-14 06:27:01,14.876,TC1,surface,0.0
2026-01-14 06:57:01,14.813,TC1,surface,0.0
2026-01-14 07:27:01,14.688,TC1,surface,0.0
2026-01-14 07:57:01,14.688,TC1,surface,0.0
2026-01-14 08:27:01,14.625,TC1,surface,0.0
2026-01-14 08:57:01,14.688,TC1,surface,0.0
2026-01-14 09:27:01,14.938,TC1,surface,0.0
2026-01-14 09:57:01,15.314,TC1,surface,0.0
2026-01-14 10:27:01,15.815,TC1,surface,0.0
2026-01-14 10:57:01,16.316,TC1,surface,0.0
2026-01-14 11:27:01,16.88,TC1,surface,0.0
2026-01-14 11:57:01,17.569,TC1,surface,0.0
2026-01-14 12:27:01,18.257,TC1,surface,0.0
2026-01-14 12:57:01,19.071,TC1,surface,0.0
2026-01-14 13:27:01,19.885,TC1,surface,0.0
2026-01-14 13:57:01,20.761,TC1,surface,0.0
2026-01-14 14:27:01,21.637,TC1,surface,0.0
2026-01-14 14:57:01,22.012,TC1,surface,0.0
2026-01-14 15:27:01,22.325,TC1,surface,0.0
2026-01-14 15:57:01,22.512,TC1,surface,0.0
2026-01-14 16:27:01,22.45,TC1,surface,0.0
2026-01-14 16:57:01,21.949,TC1,surface,0.0
2026-01-14 17:27:01,21.637,TC1,surface,0.0
2026-01-14 17:57:01,21.199,TC1,surface,0.0
2026-01-14 18:27:01,20.635,TC1,surface,0.0
2026-01-14 18:57:01,20.072,TC1,surface,0.0
2026-01-14 19:27:01,19.509,TC1,surface,0.0
2026-01-14 19:57:01,19.008,TC1,surface,0.0
2026-01-14 20:27:01,18.508,TC1,surface,0.0
2026-01-14 20:57:01,18.069,TC1,surface,0.0
2026-01-14 21:27:01,17.631,TC1,surface,0.0
2026-01-14 21:57:01,17.256,TC1,surface,0.0
2026-01-14 22:27:01,16.942,TC1,surface,0.0
2026-01-14 22:57:01,16.567,TC1,surface,0.0
2026-01-14 23:27:01,16.316,TC1,surface,0.0
2026-01-14 23:57:01,16.128,TC1,surface,0.0
2026-01-15 00:27:01,15.94,TC1,surface,0.0
2026-01-15 00:57:01,15.815,TC1,surface,0.0
2026-01-15 01:27:01,15.627,TC1,surface,0.0
2026-01-15 01:57:01,15.439,TC1,surface,0.0
2026-01-15 02:27:01,15.314,TC1,surface,0.0
2026-01-15 02:57:01,15.126,TC1,surface,0.0
2026-01-15 03:27:01,14.938,TC1,surface,0.0
2026-01-15 03:57:01,14.813,TC1,surface,0.0
2026-01-15 04:27:01,14.688,TC1,surface,0.0
2026-01-15 04:57:01,14.562,TC1,surface,0.0
2026-01-15 05:27:01,14.437,TC1,surface,0.0
2026-01-15 05:57:01,14.312,TC1,surface,0.0
2026-01-15 06:27:01,14.187,TC1,surface,0.0
2026-01-15 06:57:01,14.124,TC1,surface,0.0
2026-01-15 07:27:01,14.061,TC1,surface,0.0
2026-01-15 07:57:01,13.999,TC1,surface,0.0
2026-01-15 08:27:01,14.061,TC1,surface,0.0
2026-01-15 08:57:01,14.187,TC1,surface,0.0
2026-01-15 09:27:01,14.437,TC1,surface,0.0
2026-01-15 09:57:01,14.688,TC1,surface,0.0
2026-01-15 10:27:01,15.126,TC1,surface,0.0
2026-01-15 10:57:01,15.627,TC1,surface,0.0
2026-01-15 11:27:01,16.254,TC1,surface,0.0
2026-01-15 11:57:01,17.068,TC1,surface,0.0
2026-01-15 12:27:01,17.882,TC1,surface,0.0
2026-01-15 12:57:01,18.695,TC1,surface,0.0
2026-01-15 13:27:01,19.572,TC1,surface,0.0
2026-01-15 13:57:01,20.385,TC1,surface,0.0
2026-01-15 14:27:01,21.199,TC1,surface,0.0
2026-01-15 14:57:01,21.511,TC1,surface,0.0
2026-01-15 15:27:01,21.762,TC1,surface,0.0
2026-01-15 15:57:01,22.074,TC1,surface,0.0
2026-01-15 16:27:01,22.074,TC1,surface,0.0
2026-01-15 16:57:01,21.887,TC1,surface,0.0
2026-01-15 17:27:01,21.574,TC1,surface,0.0
2026-01-15 17:57:01,21.073,TC1,surface,0.0
2026-01-15 18:27:01,20.448,TC1,surface,0.0
2026-01-15 18:57:01,19.822,TC1,surface,0.0
2026-01-15 19:27:01,19.196,TC1,surface,0.0
2026-01-15 19:57:01,18.695,TC1,surface,0.0
2026-01-15 20:27:01,18.195,TC1,surface,0.0
2026-01-15 20:57:01,17.882,TC1,surface,0.0
2026-01-15 21:27:01,17.569,TC1,surface,0.0
2026-01-15 21:57:01,17.318,TC1,surface,0.0
2026-01-15 22:27:01,17.005,TC1,surface,0.0
2026-01-15 22:57:01,16.629,TC1,surface,0.0
2026-01-15 23:27:01,16.316,TC1,surface,0.0
2026-01-15 23:57:01,16.066,TC1,surface,0.0
2026-01-16 00:27:01,15.94,TC1,surface,0.0
2026-01-16 00:57:01,15.753,TC1,surface,0.0
2026-01-16 01:27:01,15.627,TC1,surface,0.0
2026-01-16 01:57:01,15.439,TC1,surface,0.0
2026-01-16 02:27:01,15.252,TC1,surface,0.0
2026-01-16 02:57:01,15.126,TC1,surface,0.0
2026-01-16 03:27:01,15.064,TC1,surface,0.0
2026-01-16 03:57:01,15.001,TC1,surface,0.0
2026-01-16 04:27:01,14.876,TC1,surface,0.0
2026-01-16 04:57:01,14.75,TC1,surface,0.0
2026-01-16 05:27:01,14.688,TC1,surface,0.0
2026-01-16 05:57:01,14.562,TC1,surface,0.0
2026-01-16 06:27:01,14.5,TC1,surface,0.0
2026-01-16 06:57:01,14.437,TC1,surface,0.0
2026-01-16 07:27:01,14.374,TC1,surface,0.0
2026-01-16 07:57:01,14.312,TC1,surface,0.0
2026-01-16 08:27:01,14.249,TC1,surface,0.0
2026-01-16 08:57:01,14.187,TC1,surface,0.0
2026-01-16 09:27:01,14.437,TC1,surface,0.0
2026-01-16 09:57:01,14.876,TC1,surface,0.0
2026-01-16 10:27:01,15.314,TC1,surface,0.0
2026-01-16 10:57:01,15.878,TC1,surface,0.0
2026-01-16 11:27:01,16.504,TC1,surface,0.0
2026-01-16 11:57:01,17.256,TC1,surface,0.0
2026-01-16 12:27:01,18.007,TC1,surface,0.0
2026-01-16 12:57:01,18.821,TC1,surface,0.0
2026-01-16 13:27:01,19.634,TC1,surface,0.0
2026-01-16 13:57:01,20.51,TC1,surface,0.0
2026-01-16 14:27:01,21.449,TC1,surface,0.0
2026-01-16 14:57:01,21.949,TC1,surface,0.0
2026-01-16 15:27:01,22.325,TC1,surface,0.0
2026-01-16 15:57:01,22.575,TC1,surface,0.0
2026-01-16 16:27:01,22.637,TC1,surface,0.0
2026-01-16 16:57:01,22.45,TC1,surface,0.0
2026-01-16 17:27:01,22.137,TC1,surface,0.0
2026-01-16 17:57:01,21.699,TC1,surface,0.0
2026-01-16 18:27:01,21.136,TC1,surface,0.0
2026-01-16 18:57:01,20.51,TC1,surface,0.0
2026-01-16 19:27:01,19.885,TC1,surface,0.0
2026-01-16 19:57:01,19.384,TC1,surface,0.0
2026-01-16 20:27:01,18.883,TC1,surface,0.0
2026-01-16 20:57:01,18.508,TC1,surface,0.0
2026-01-16 21:27:01,18.195,TC1,surface,0.0
2026-01-16 21:57:01,17.882,TC1,surface,0.0
2026-01-16 22:27:01,17.569,TC1,surface,0.0
2026-01-16 22:57:01,17.256,TC1,surface,0.0
2026-01-16 23:27:01,16.942,TC1,surface,0.0
2026-01-16 23:57:01,16.692,TC1,surface,0.0
2026-01-17 00:27:01,16.441,TC1,surface,0.0
2026-01-17 00:57:01,16.316,TC1,surface,0.0
2026-01-17 01:27:01,16.128,TC1,surface,0.0
2026-01-17 01:57:01,16.003,TC1,surface,0.0
2026-01-17 02:27:01,15.815,TC1,surface,0.0
2026-01-17 02:57:01,15.627,TC1,surface,0.0
2026-01-17 03:27:01,15.502,TC1,surface,0.0
2026-01-17 03:57:01,15.377,TC1,surface,0.0
2026-01-17 04:27:01,15.314,TC1,surface,0.0
2026-01-17 04:57:01,15.314,TC1,surface,0.0
2026-01-17 05:27:01,15.252,TC1,surface,0.0
2026-01-17 05:57:01,15.064,TC1,surface,0.0
2026-01-17 06:27:01,14.938,TC1,surface,0.0
2026-01-17 06:57:01,14.813,TC1,surface,0.0
2026-01-17 07:27:01,14.813,TC1,surface,0.0
2026-01-17 07:57:01,14.813,TC1,surface,0.0
2026-01-17 08:27:01,14.813,TC1,surface,0.0
2026-01-17 08:57:01,14.813,TC1,surface,0.0
2026-01-17 09:27:01,15.001,TC1,surface,0.0
2026-01-17 09:57:01,15.314,TC1,surface,0.0
2026-01-17 10:27:01,15.815,TC1,surface,0.0
2026-01-17 10:57:01,16.316,TC1,surface,0.0
2026-01-17 11:27:01,16.942,TC1,surface,0.0
2026-01-17 11:57:01,17.694,TC1,surface,0.0
2026-01-17 12:27:01,18.445,TC1,surface,0.0
2026-01-17 12:57:01,19.259,TC1,surface,0.0
2026-01-17 13:27:01,20.135,TC1,surface,0.0
2026-01-17 13:57:01,21.011,TC1,surface,0.0
2026-01-17 14:27:01,21.949,TC1,surface,0.0
2026-01-17 14:57:01,22.45,TC1,surface,0.0
2026-01-17 15:27:01,22.825,TC1,surface,0.0
2026-01-17 15:57:01,23.138,TC1,surface,0.0
2026-01-17 16:27:01,23.2,TC1,surface,0.0
2026-01-17 16:57:01,23.013,TC1,surface,0.0
2026-01-17 17:27:01,22.7,TC1,surface,0.0
2026-01-17 17:57:01,22.262,TC1,surface,0.0
2026-01-17 18:27:01,21.699,TC1,surface,0.0
2026-01-17 18:57:01,21.011,TC1,surface,0.0
2026-01-17 19:27:01,20.448,TC1,surface,0.0
2026-01-17 19:57:01,19.947,TC1,surface,0.0
2026-01-17 20:27:01,19.447,TC1,surface,0.0
2026-01-17 20:57:01,19.071,TC1,surface,0.0
2026-01-17 21:27:01,18.695,TC1,surface,0.0
2026-01-17 21:57:01,18.382,TC1,surface,0.0
2026-01-17 22:27:01,18.007,TC1,surface,0.0
2026-01-17 22:57:01,17.694,TC1,surface,0.0
2026-01-17 23:27:01,17.381,TC1,surface,0.0
2026-01-17 23:57:01,17.13,TC1,surface,0.0
2026-01-18 00:27:01,16.88,TC1,surface,0.0
2026-01-18 00:57:01,16.692,TC1,surface,0.0
2026-01-18 01:27:01,16.504,TC1,surface,0.0
2026-01-18 01:57:01,16.379,TC1,surface,0.0
2026-01-18 02:27:01,16.191,TC1,surface,0.0
2026-01-18 02:57:01,16.066,TC1,surface,0.0
2026-01-18 03:27:01,16.003,TC1,surface,0.0
2026-01-18 03:57:01,15.94,TC1,surface,0.0
2026-01-18 04:27:01,15.815,TC1,surface,0.0
2026-01-18 04:57:01,15.69,TC1,surface,0.0
2026-01-18 05:27:01,15.627,TC1,surface,0.0
2026-01-18 05:57:01,15.502,TC1,surface,0.0
2026-01-18 06:27:01,15.439,TC1,surface,0.0
2026-01-18 06:57:01,15.377,TC1,surface,0.0
2026-01-18 07:27:01,15.189,TC1,surface,0.0
2026-01-18 07:57:01,15.189,TC1,surface,0.0
2026-01-18 08:27:01,15.252,TC1,surface,0.0
2026-01-18 08:57:01,15.377,TC1,surface,0.0
2026-01-18 09:27:01,15.627,TC1,surface,0.0
2026-01-18 09:57:01,15.94,TC1,surface,0.0
2026-01-18 10:27:01,16.379,TC1,surface,0.0
2026-01-18 10:57:01,16.755,TC1,surface,0.0
2026-01-18 11:27:01,17.381,TC1,surface,0.0
2026-01-18 11:57:01,18.069,TC1,surface,0.0
2026-01-18 12:27:01,18.821,TC1,surface,0.0
2026-01-18 12:57:01,19.697,TC1,surface,0.0
2026-01-18 13:27:01,20.51,TC1,surface,0.0
2026-01-18 13:57:01,21.386,TC1,surface,0.0
2026-01-18 14:27:01,22.262,TC1,surface,0.0
2026-01-18 14:57:01,22.762,TC1,surface,0.0
2026-01-18 15:27:01,23.075,TC1,surface,0.0
2026-01-18 15:57:01,23.388,TC1,surface,0.0
2026-01-18 16:27:01,23.513,TC1,surface,0.0
2026-01-18 16:57:01,23.45,TC1,surface,0.0
2026-01-18 17:27:01,23.075,TC1,surface,0.0
2026-01-18 17:57:01,22.637,TC1,surface,0.0
2026-01-18 18:27:01,22.074,TC1,surface,0.0
2026-01-18 18:57:01,21.449,TC1,surface,0.0
2026-01-18 19:27:01,20.886,TC1,surface,0.0
2026-01-18 19:57:01,20.385,TC1,surface,0.0
2026-01-18 20:27:01,19.885,TC1,surface,0.0
2026-01-18 20:57:01,19.447,TC1,surface,0.0
2026-01-18 21:27:01,19.071,TC1,surface,0.0
2026-01-18 21:57:01,18.758,TC1,surface,0.0
2026-01-18 22:27:01,18.445,TC1,surface,0.0
2026-01-18 22:57:01,18.069,TC1,surface,0.0
2026-01-18 23:27:01,17.756,TC1,surface,0.0
2026-01-18 23:57:01,17.506,TC1,surface,0.0
2026-01-19 00:27:01,17.256,TC1,surface,0.0
2026-01-19 00:57:01,17.13,TC1,surface,0.0
2026-01-19 01:27:01,16.942,TC1,surface,0.0
2026-01-19 01:57:01,16.817,TC1,surface,0.0
2026-01-19 02:27:01,16.692,TC1,surface,0.0
2026-01-19 02:57:01,16.567,TC1,surface,0.0
2026-01-19 03:27:01,16.379,TC1,surface,0.0
2026-01-19 03:57:01,16.254,TC1,surface,0.0
2026-01-19 04:27:01,16.128,TC1,surface,0.0
2026-01-19 04:57:01,16.066,TC1,surface,0.0
2026-01-19 05:27:01,15.94,TC1,surface,0.0
2026-01-19 05:57:01,15.815,TC1,surface,0.0
2026-01-19 06:27:01,15.69,TC1,surface,0.0
2026-01-19 06:57:01,15.565,TC1,surface,0.0
2026-01-19 07:27:01,15.439,TC1,surface,0.0
2026-01-19 07:57:01,15.314,TC1,surface,0.0
2026-01-19 08:27:01,15.252,TC1,surface,0.0
2026-01-19 08:57:01,15.314,TC1,surface,0.0
2026-01-19 09:27:01,15.565,TC1,surface,0.0
2026-01-19 09:57:01,15.94,TC1,surface,0.0
2026-01-19 10:27:01,16.379,TC1,surface,0.0
2026-01-19 10:57:01,16.88,TC1,surface,0.0
2026-01-19 11:27:01,17.569,TC1,surface,0.0
2026-01-19 11:57:01,18.257,TC1,surface,0.0
2026-01-19 12:27:01,19.071,TC1,surface,0.0
2026-01-19 12:57:01,19.885,TC1,surface,0.0
2026-01-19 13:27:01,20.698,TC1,surface,0.0
2026-01-19 13:57:01,21.574,TC1,surface,0.0
2026-01-19 14:27:01,22.512,TC1,surface,0.0
2026-01-19 14:57:01,22.95,TC1,surface,0.0
2026-01-19 15:27:01,23.388,TC1,surface,0.0
2026-01-19 15:57:01,23.701,TC1,surface,0.0
2026-01-19 16:27:01,23.763,TC1,surface,0.0
2026-01-19 16:57:01,23.575,TC1,surface,0.0
2026-01-19 17:27:01,23.388,TC1,surface,0.0
2026-01-19 17:57:01,22.95,TC1,surface,0.0
2026-01-19 18:27:01,22.387,TC1,surface,0.0
2026-01-19 18:57:01,21.824,TC1,surface,0.0
2026-01-19 19:27:01,21.199,TC1,surface,0.0
2026-01-19 19:57:01,20.635,TC1,surface,0.0
2026-01-19 20:27:01,20.135,TC1,surface,0.0
2026-01-19 20:57:01,19.697,TC1,surface,0.0
2026-01-19 21:27:01,19.259,TC1,surface,0.0
2026-01-19 21:57:01,18.946,TC1,surface,0.0
2026-01-19 22:27:01,18.57,TC1,surface,0.0
2026-01-19 22:57:01,18.257,TC1,surface,0.0
2026-01-19 23:27:01,17.944,TC1,surface,0.0
2026-01-19 23:57:01,17.694,TC1,surface,0.0
2026-01-20 00:27:01,17.506,TC1,surface,0.0
2026-01-20 00:57:01,17.318,TC1,surface,0.0
2026-01-20 01:27:01,17.13,TC1,surface,0.0
2026-01-20 01:57:01,17.005,TC1,surface,0.0
2026-01-20 02:27:01,16.817,TC1,surface,0.0
2026-01-20 02:57:01,16.692,TC1,surface,0.0
2026-01-20 03:27:01,16.504,TC1,surface,0.0
2026-01-20 03:57:01,16.316,TC1,surface,0.0
2026-01-20 04:27:01,16.191,TC1,surface,0.0
2026-01-20 04:57:01,16.066,TC1,surface,0.0
2026-01-20 05:27:01,16.003,TC1,surface,0.0
2026-01-20 05:57:01,15.878,TC1,surface,0.0
2026-01-20 06:27:01,15.753,TC1,surface,0.0
2026-01-20 06:57:01,15.69,TC1,surface,0.0
2026-01-20 07:27:01,15.565,TC1,surface,0.0
2026-01-20 07:57:01,15.439,TC1,surface,0.0
2026-01-20 08:27:01,15.377,TC1,surface,0.0
2026-01-20 08:57:01,15.439,TC1,surface,0.0
2026-01-20 09:27:01,15.627,TC1,surface,0.0
2026-01-20 09:57:01,15.94,TC1,surface,0.0
2026-01-20 10:27:01,16.316,TC1,surface,0.0
2026-01-20 10:57:01,16.817,TC1,surface,0.0
2026-01-20 11:27:01,17.506,TC1,surface,0.0
2026-01-20 11:57:01,18.195,TC1,surface,0.0
2026-01-20 12:27:01,19.008,TC1,surface,0.0
2026-01-20 12:57:01,19.822,TC1,surface,0.0
2026-01-20 13:27:01,20.698,TC1,surface,0.0
2026-01-20 13:57:01,21.574,TC1,surface,0.0
2026-01-20 14:27:01,22.45,TC1,surface,0.0
2026-01-20 14:57:01,22.888,TC1,surface,0.0
2026-01-20 15:27:01,23.263,TC1,surface,0.0
2026-01-20 15:57:01,23.638,TC1,surface,0.0
2026-01-20 16:27:01,23.638,TC1,surface,0.0
2026-01-20 16:57:01,23.513,TC1,surface,0.0
2026-01-20 17:27:01,23.325,TC1,surface,0.0
2026-01-20 17:57:01,23.075,TC1,surface,0.0
2026-01-20 18:27:01,22.387,TC1,surface,0.0
2026-01-20 18:57:01,21.699,TC1,surface,0.0
2026-01-20 19:27:01,21.136,TC1,surface,0.0
2026-01-20 19:57:01,20.698,TC1,surface,0.0
2026-01-20 20:27:01,20.26,TC1,surface,0.0
2026-01-20 20:57:01,19.947,TC1,surface,0.0
2026-01-20 21:27:01,19.572,TC1,surface,0.0
2026-01-20 21:57:01,19.071,TC1,surface,0.0
2026-01-20 22:27:01,18.57,TC1,surface,0.0
2026-01-20 22:57:01,18.132,TC1,surface,0.0
2026-01-20 23:27:01,17.756,TC1,surface,0.0
2026-01-20 23:57:01,17.506,TC1,surface,0.0
2026-01-21 00:27:01,17.318,TC1,surface,0.0
2026-01-21 00:57:01,17.13,TC1,surface,0.0
2026-01-21 01:27:01,16.942,TC1,surface,0.0
2026-01-21 01:57:01,16.755,TC1,surface,0.0
2026-01-21 02:27:01,16.629,TC1,surface,0.0
2026-01-21 02:57:01,16.504,TC1,surface,0.0
2026-01-21 03:27:01,16.379,TC1,surface,0.0
2026-01-21 03:57:01,16.316,TC1,surface,0.0
2026-01-21 04:27:01,16.316,TC1,surface,0.0
2026-01-21 04:57:01,16.254,TC1,surface,0.0
2026-01-21 05:27:01,16.066,TC1,surface,0.0
2026-01-21 05:57:01,15.878,TC1,surface,0.0
2026-01-21 06:27:01,15.69,TC1,surface,0.0
2026-01-21 06:57:01,15.502,TC1,surface,0.0
2026-01-21 07:27:01,15.377,TC1,surface,0.0
2026-01-21 07:57:01,15.252,TC1,surface,0.0
2026-01-21 08:27:01,15.252,TC1,surface,0.0
2026-01-21 08:57:01,15.252,TC1,surface,0.0
2026-01-21 09:27:01,15.502,TC1,surface,0.0
2026-01-21 09:57:01,15.815,TC1,surface,0.0
2026-01-21 10:27:01,16.191,TC1,surface,0.0
2026-01-21 10:57:01,16.692,TC1,surface,0.0
2026-01-21 11:27:01,17.318,TC1,surface,0.0
2026-01-21 11:57:01,18.007,TC1,surface,0.0
2026-01-21 12:27:01,18.821,TC1,surface,0.0
2026-01-21 12:57:01,19.634,TC1,surface,0.0
2026-01-21 13:27:01,20.573,TC1,surface,0.0
2026-01-21 13:57:01,21.449,TC1,surface,0.0
2026-01-21 14:27:01,22.137,TC1,surface,0.0
2026-01-21 14:57:01,22.637,TC1,surface,0.0
2026-01-21 15:27:01,23.075,TC1,surface,0.0
2026-01-21 15:57:01,23.325,TC1,surface,0.0
2026-01-21 16:27:01,23.45,TC1,surface,0.0
2026-01-21 16:57:01,23.325,TC1,surface,0.0
2026-01-21 17:27:01,23.075,TC1,surface,0.0
2026-01-21 17:57:01,22.637,TC1,surface,0.0
2026-01-21 18:27:01,22.074,TC1,surface,0.0
2026-01-21 18:57:01,21.511,TC1,surface,0.0
2026-01-21 19:27:01,20.948,TC1,surface,0.0
2026-01-21 19:57:01,20.51,TC1,surface,0.0
2026-01-21 20:27:01,20.072,TC1,surface,0.0
2026-01-21 20:57:01,19.697,TC1,surface,0.0
2026-01-21 21:27:01,19.384,TC1,surface,0.0
2026-01-21 21:57:01,19.071,TC1,surface,0.0
2026-01-21 22:27:01,18.695,TC1,surface,0.0
2026-01-21 22:57:01,18.257,TC1,surface,0.0
2026-01-21 23:27:01,17.882,TC1,surface,0.0
2026-01-21 23:57:01,17.569,TC1,surface,0.0
2026-01-22 00:27:01,17.381,TC1,surface,0.0
2026-01-22 00:57:01,17.256,TC1,surface,0.0
2026-01-22 01:27:01,17.13,TC1,surface,0.0
2026-01-22 01:57:01,17.005,TC1,surface,0.0
2026-01-22 02:27:01,16.88,TC1,surface,0.0
2026-01-22 02:57:01,16.817,TC1,surface,0.0
2026-01-22 03:27:01,16.692,TC1,surface,0.0
2026-01-22 03:57:01,16.629,TC1,surface,0.0
2026-01-22 04:27:01,16.504,TC1,surface,0.0
2026-01-22 04:57:01,16.379,TC1,surface,0.0
2026-01-22 05:27:01,16.254,TC1,surface,0.0
2026-01-22 05:57:01,16.128,TC1,surface,0.0
2026-01-22 06:27:01,16.066,TC1,surface,0.0
2026-01-22 06:57:01,15.94,TC1,surface,0.0
2026-01-22 07:27:01,15.815,TC1,surface,0.0
2026-01-22 07:57:01,15.815,TC1,surface,0.0
2026-01-22 08:27:01,15.878,TC1,surface,0.0
2026-01-22 08:57:01,15.94,TC1,surface,0.0
2026-01-22 09:27:01,16.254,TC1,surface,0.0
2026-01-22 09:57:01,16.629,TC1,surface,0.0
2026-01-22 10:27:01,17.068,TC1,surface,0.0
2026-01-22 10:57:01,17.569,TC1,surface,0.0
2026-01-22 11:27:01,18.195,TC1,surface,0.0
2026-01-22 11:57:01,18.883,TC1,surface,0.0
2026-01-22 12:27:01,19.634,TC1,surface,0.0
2026-01-22 12:57:01,20.323,TC1,surface,0.0
2026-01-22 13:27:01,21.136,TC1,surface,0.0
2026-01-22 13:57:01,21.824,TC1,surface,0.0
2026-01-22 14:27:01,22.575,TC1,surface,0.0
2026-01-22 14:57:01,23.075,TC1,surface,0.0
2026-01-22 15:27:01,23.575,TC1,surface,0.0
2026-01-22 15:57:01,23.888,TC1,surface,0.0
2026-01-22 16:27:01,28.388,TC1,surface,0.0
2026-01-22 16:57:01,30.2,TC1,surface,0.0
2026-01-22 17:27:01,27.701,TC1,surface,0.0
2026-01-22 17:57:01,26.451,TC1,surface,0.0
2026-01-22 18:27:01,25.326,TC1,surface,0.0
2026-01-22 18:57:01,24.388,TC1,surface,0.0
2026-01-22 19:27:01,23.638,TC1,surface,0.0
2026-01-22 19:57:01,22.888,TC1,surface,0.0
2026-01-22 20:27:01,22.512,TC1,surface,0.0
2026-01-22 20:57:01,21.887,TC1,surface,0.0
2026-01-22 21:27:01,21.261,TC1,surface,0.0
2026-01-22 21:57:01,20.635,TC1,surface,0.0
2026-01-22 22:27:01,20.01,TC1,surface,0.0
2026-01-22 22:57:01,18.883,TC1,surface,0.0
2026-01-22 23:27:01,17.944,TC1,surface,0.0
2026-01-22 23:57:01,17.256,TC1,surface,0.0
2026-01-23 00:27:01,16.817,TC1,surface,0.0
2026-01-23 00:57:01,16.441,TC1,surface,0.0
2026-01-23 01:27:01,16.066,TC1,surface,0.0
2026-01-23 01:57:01,15.753,TC1,surface,0.0
2026-01-23 02:27:01,15.439,TC1,surface,0.0
2026-01-23 02:57:01,15.064,TC1,surface,0.0
2026-01-23 03:27:01,14.75,TC1,surface,0.0
2026-01-23 03:57:01,14.437,TC1,surface,0.0
2026-01-23 04:27:01,14.187,TC1,surface,0.0
2026-01-23 04:57:01,13.999,TC1,surface,0.0
2026-01-23 05:27:01,13.873,TC1,surface,0.0
2026-01-23 05:57:01,13.748,TC1,surface,0.0
2026-01-23 06:27:01,13.811,TC1,surface,0.0
2026-01-23 06:57:01,13.685,TC1,surface,0.0
2026-01-23 07:27:01,13.685,TC1,surface,0.0
2026-01-23 07:57:01,13.748,TC1,surface,0.0
2026-01-23 08:27:01,14.061,TC1,surface,0.0
2026-01-23 08:57:01,14.688,TC1,surface,0.0
2026-01-23 09:27:01,16.191,TC1,surface,0.0
2026-01-23 09:57:01,17.631,TC1,surface,0.0
2026-01-23 10:27:01,19.008,TC1,surface,0.0
2026-01-23 10:57:01,20.448,TC1,surface,0.0
2026-01-23 11:27:01,21.949,TC1,surface,0.0
2026-01-23 11:57:01,23.138,TC1,surface,0.0
2026-01-23 12:27:01,24.263,TC1,surface,0.0
2026-01-23 12:57:01,25.514,TC1,surface,0.0
2026-01-23 13:27:01,27.076,TC1,surface,0.0
2026-01-23 13:57:01,27.951,TC1,surface,0.0
2026-01-23 14:27:01,29.45,TC1,surface,0.0
2026-01-23 14:57:01,29.013,TC1,surface,0.0
2026-01-23 15:27:01,28.95,TC1,surface,0.0
2026-01-23 15:57:01,29.138,TC1,surface,0.0
2026-01-23 16:27:01,29.013,TC1,surface,0.0
2026-01-23 16:57:01,28.451,TC1,surface,0.0
2026-01-23 17:27:01,27.701,TC1,surface,0.0
2026-01-23 17:57:01,26.576,TC1,surface,0.0
2026-01-23 18:27:01,25.514,TC1,surface,0.0
2026-01-23 18:57:01,24.513,TC1,surface,0.0
2026-01-23 19:27:01,23.638,TC1,surface,0.0
2026-01-23 19:57:01,22.95,TC1,surface,0.0
2026-01-23 20:27:01,22.7,TC1,surface,0.0
2026-01-23 20:57:01,22.012,TC1,surface,0.0
2026-01-23 21:27:01,21.261,TC1,surface,0.0
2026-01-23 21:57:01,20.573,TC1,surface,0.0
2026-01-23 22:27:01,19.697,TC1,surface,0.0
2026-01-23 22:57:01,18.883,TC1,surface,0.0
2026-01-23 23:27:01,18.069,TC1,surface,0.0
2026-01-23 23:57:01,17.193,TC1,surface,0.0
2026-01-24 00:27:01,16.504,TC1,surface,0.0
2026-01-24 00:57:01,15.94,TC1,surface,0.0
2026-01-24 01:27:01,15.565,TC1,surface,0.0
2026-01-24 01:57:01,15.189,TC1,surface,0.0
2026-01-24 02:27:01,15.001,TC1,surface,0.0
2026-01-24 02:57:01,14.625,TC1,surface,0.0
2026-01-24 03:27:01,14.437,TC1,surface,0.0
2026-01-24 03:57:01,14.312,TC1,surface,0.0
2026-01-24 04:27:01,14.061,TC1,surface,0.0
2026-01-24 04:57:01,13.748,TC1,surface,0.0
2026-01-24 05:27:01,13.56,TC1,surface,0.0
2026-01-24 05:57:01,13.497,TC1,surface,0.0
2026-01-24 06:27:01,13.372,TC1,surface,0.0
2026-01-24 06:57:01,13.121,TC1,surface,0.0
2026-01-24 07:27:01,12.996,TC1,surface,0.0
2026-01-24 07:57:01,13.121,TC1,surface,0.0
2026-01-24 08:27:01,13.372,TC1,surface,0.0
2026-01-24 08:57:01,13.873,TC1,surface,0.0
2026-01-24 09:27:01,15.565,TC1,surface,0.0
2026-01-24 09:57:01,17.13,TC1,surface,0.0
2026-01-24 10:27:01,18.445,TC1,surface,0.0
2026-01-24 10:57:01,19.759,TC1,surface,0.0
