datetime,datetime_start,datetime_end,flux_mccallum_mm_day,flux_hatch_amplitude_mm_day,flux_keery_mm_day,flux_luce_mm_day,A_shallow,A_deep,r2_shallow,r2_deep,delta_phi,quality_flag
2025-12-22 16:00:00,2025-12-21 16:00:00,2025-12-23 15:30:00,17.491066162106737,2855.7113593699855,545.9185481544798,73.62977142377044,4.014213416742166,3.7482521196893916,0.8593581910034301,0.8688921963104697,6.152800591925828,0
2025-12-23 04:00:00,2025-12-22 04:00:00,2025-12-24 03:30:00,14.082684802976734,3248.595055362838,545.5924946934243,59.76403220894599,4.4169913409831665,4.179454503057402,0.8792845185569009,0.8858317695154444,6.162358599380502,0
2025-12-23 16:00:00,2025-12-22 16:00:00,2025-12-24 15:30:00,12.098252710144493,3545.8592273546965,545.8201171384625,51.624763349776494,4.261794007960298,4.0638168615509676,0.8774896136656721,0.8852342224451151,6.172663092975122,0
2025-12-24 04:00:00,2025-12-23 04:00:00,2025-12-25 03:30:00,10.836183349996356,3774.4901274366193,545.9953647922569,46.403895392845044,4.322609119119994,4.14211421863851,0.8956829681594372,0.9027976964932451,6.179574946182838,0
2025-12-24 16:00:00,2025-12-23 16:00:00,2025-12-25 15:30:00,1510.055476062187,,2225.1560563086878,,4.170157144584951,1.1134546618052354e-08,0.8830452092857406,4.18031409488151e-09,5.616974770360258,1
2025-12-25 04:00:00,2025-12-24 04:00:00,2025-12-26 03:30:00,9.374832960126193,4090.969678439735,546.7064359991723,40.34865032671288,4.422616770656617,4.262043648300459,0.9006906179886589,0.9032802472859299,6.193348466620113,0
2025-12-25 16:00:00,2025-12-24 16:00:00,2025-12-26 15:30:00,1512.4719684786076,,2265.779676595967,,4.383125540241203,7.411635749576817e-09,0.8969192886351309,2.678114841003776e-09,5.623116591496755,1
2025-12-26 04:00:00,2025-12-25 04:00:00,2025-12-27 03:30:00,9.263600425819886,4116.984501523761,547.0017587565171,39.90250111187031,4.567996185252026,4.403978611675099,0.9089952093861258,0.9127270812703709,6.197130500315101,0
2025-12-26 16:00:00,2025-12-25 16:00:00,2025-12-27 15:30:00,9.62795699515732,4027.976892189585,547.3547470627745,41.45923174642857,4.446091846327118,4.280223233708506,0.9056099445656873,0.9094374826536933,6.199699163916413,0
2025-12-27 04:00:00,2025-12-26 04:00:00,2025-12-28 03:30:00,9.591959040591641,4036.705747199282,547.2827960541297,41.30272736097625,4.416976459410203,4.252816080034711,0.9051568286537247,0.9088704254052697,6.19902547710557,0
2025-12-27 16:00:00,2025-12-26 16:00:00,2025-12-28 15:30:00,9.787751544484403,3990.8106656353702,547.4250146202514,42.13526730317558,4.334828853230344,4.1704741105725525,0.9075549284979126,0.9108624414772697,6.199867844896043,0
2025-12-28 04:00:00,2025-12-27 04:00:00,2025-12-29 03:30:00,10.071042031491507,3927.0742090169083,547.5407472647935,43.332128606094244,4.298992903804846,4.131366941701231,0.9141398792820218,0.9172315375418107,6.2000666960905555,0
2025-12-28 16:00:00,2025-12-27 16:00:00,2025-12-29 15:30:00,10.268167294653297,3884.8313127268243,547.4735360789808,44.1525358614292,4.258817277592645,4.08961383647816,0.9151130103550202,0.9178800258876436,6.19853226720482,0
2025-12-29 04:00:00,2025-12-28 04:00:00,2025-12-30 03:30:00,9.878924906376394,3969.771769539558,547.520271144607,42.52501728883189,4.316794749038189,4.1516098164526465,0.9170169489977256,0.9196561396569076,6.200588799796727,0
2025-12-29 16:00:00,2025-12-28 16:00:00,2025-12-30 15:30:00,-1541.1732202923038,,-1320.355411780765,-143355052783.35913,3.197196285498194e-08,4.124267633670527,-1.1394885035542757e-08,0.9141787623389226,3.628368415396953,1
2025-12-30 04:00:00,2025-12-29 04:00:00,2025-12-31 03:30:00,9.659592065883338,4020.5577369820176,547.3663412850377,41.592927016947066,4.501343877332508,4.33287246845714,0.9184929609295462,0.9210725314561505,6.199706319030073,0
2025-12-30 16:00:00,2025-12-29 16:00:00,2025-12-31 15:30:00,10.943804396900097,3746.1637434231516,547.8608050817644,47.00844693542287,4.487351987156866,4.297536968509843,0.9110301606737949,0.9137137278138192,6.2002658595278195,0
2025-12-31 04:00:00,2025-12-30 04:00:00,2026-01-01 03:30:00,10.630148374635207,3808.5167205426064,547.7909409287037,45.69235601255644,4.589902357132585,4.401185137041612,0.9196893811508159,0.9222174349550241,6.200705491805265,0
2025-12-31 16:00:00,2025-12-30 16:00:00,2026-01-01 15:30:00,10.935625739008794,3747.01366526664,548.049572178949,46.99014335622182,4.55065651650704,4.3582386663642625,0.9135489384270657,0.916766671185023,6.202434269286038,0
2026-01-01 04:00:00,2025-12-31 04:00:00,2026-01-02 03:30:00,11.536007915445893,3634.1421404203697,548.2766054530925,49.51345267464656,4.518137452115788,4.316835872636186,0.9101683337984985,0.912814174532647,6.202647935304028,0
2026-01-01 16:00:00,2025-12-31 16:00:00,2026-01-02 15:30:00,-1569.4586785866882,,-1615.5889629920844,-180204943661.12335,2.6760269555836658e-08,4.33932041276869,9.044136772828892e-09,0.9121722039484378,0.4926222656157898,1
2026-01-02 04:00:00,2026-01-01 04:00:00,2026-01-03 03:30:00,12.022539977973535,3548.392864858302,548.5517459305173,51.56238775413594,4.401966374496051,4.197724741997743,0.8995332535333187,0.9024132217652256,6.203851918565136,0
2026-01-02 16:00:00,2026-01-01 16:00:00,2026-01-03 15:30:00,1509.0029468419366,,2215.7253218032943,,4.534869123792908,1.3706339174746063e-08,0.9031606807236616,4.821663623921779e-09,5.6334643557967325,1
2026-01-03 04:00:00,2026-01-02 04:00:00,2026-01-04 03:30:00,11.755881430076288,3594.336671397947,548.5120987725973,50.44978593365242,4.585957754842288,4.377770609869196,0.9048202528255223,0.9085748884898385,6.204449417842247,0
2026-01-03 16:00:00,2026-01-02 16:00:00,2026-01-04 15:30:00,11.99256028444106,3553.087082889466,548.6536195231972,51.44710588457244,4.5546150419041584,4.343763317636642,0.9039763594144734,0.907680850135412,6.2051216584841455,0
2026-01-04 04:00:00,2026-01-03 04:00:00,2026-01-05 03:30:00,11.384449924001455,3660.8889723857665,548.4626395201617,48.89823695748967,4.679860411020731,4.4739441556266755,0.9136561536191959,0.917675979571376,6.20534724358063,0
2026-01-04 16:00:00,2026-01-03 16:00:00,2026-01-05 15:30:00,1559.9501916970248,,2143.4186475552483,,4.497558942620942,1.3402319254396389e-09,0.9106457295794578,-4.803299979982967e-10,2.4926946092371747,1
2026-01-05 04:00:00,2026-01-04 04:00:00,2026-01-06 03:30:00,12.58549273931126,3455.757062242582,548.7233306406578,53.91514946424811,4.351101659930782,4.140008298448624,0.8983581031058798,0.9008645934431521,6.203584736306681,0
2026-01-05 16:00:00,2026-01-04 16:00:00,2026-01-06 15:30:00,11.678571607396236,3608.418008806197,548.374194439186,50.1156741466996,4.335661180416793,4.140140164729982,0.884117370475372,0.8852995738190022,6.203192738182449,0
2026-01-06 04:00:00,2026-01-05 04:00:00,2026-01-07 03:30:00,14.162420259609814,3225.9409979859824,549.0261614500351,60.45787766221318,4.062607171978748,3.8415919121758635,0.8738388907389896,0.874357613677791,6.2008290210025265,0
2026-01-06 16:00:00,2026-01-05 16:00:00,2026-01-07 15:30:00,12.6388879018579,3448.560601424092,548.3892799902444,54.10431698728813,4.270024608899487,4.062137849831498,0.8945155816907651,0.8965761101510014,6.199598940057982,0
2026-01-07 04:00:00,2026-01-06 04:00:00,2026-01-08 03:30:00,13.442905632295755,3327.147255211245,548.5534889353324,57.44421312747193,4.167691243591189,3.952261157892397,0.895102110707318,0.8986967118618174,6.198306112326611,0
2026-01-07 16:00:00,2026-01-06 16:00:00,2026-01-08 15:30:00,1557.4340216406124,,1935.1179699217207,,3.951502707073433,1.2601960808211743e-08,0.8797948965811547,-4.9727086892659145e-09,2.489324034042874,1
2026-01-08 04:00:00,2026-01-07 04:00:00,2026-01-09 03:30:00,14.954131929941292,3124.4615970825234,549.0527896279551,63.71120860145546,3.3080918318808274,3.1184396110964125,0.7665321847110237,0.7617229740293565,6.198031780564547,0
