datetime,datetime_start,datetime_end,flux_mccallum_mm_day,flux_hatch_amplitude_mm_day,flux_keery_mm_day,flux_luce_mm_day,A_shallow,A_deep,r2_shallow,r2_deep,delta_phi,quality_flag,par
2025-12-30 04:00:00,2025-12-29 04:00:00,2025-12-31 03:30:00,620.8517051244905,140.92651958419506,394.4519052406977,836.4318970654015,2.886462513725784,0.38717091261797104,0.9155861898147026,0.7872419550048503,3.9403370405783136,0,sup_int
2025-12-30 16:00:00,2025-12-29 16:00:00,2025-12-31 15:30:00,668.3713623137041,143.90679923685298,366.569262834582,833.4194348092038,2.869209919186174,0.3938043188114603,0.9161957738373874,0.8217105744603239,3.542784453448877,0,sup_int
2025-12-31 04:00:00,2025-12-30 04:00:00,2026-01-01 03:30:00,652.4603836383656,136.15835744361547,385.4574040258843,841.1978962631895,2.879058529695983,0.3719733263792223,0.9159116148795776,0.8961083515721516,3.767203199591469,0,sup_int
2025-12-31 16:00:00,2025-12-30 16:00:00,2026-01-01 15:30:00,671.9444057504776,137.00675198970134,374.7988090355281,840.3548029418278,2.895059802544459,0.3765673846668779,0.9216663397494275,0.9675337430762831,3.6131790773286943,0,sup_int
2026-01-01 04:00:00,2025-12-31 04:00:00,2026-01-02 03:30:00,666.9737162135368,133.0296099619412,383.03149483993826,844.2883312668398,2.924045569294101,0.368431058315111,0.9231362618832928,0.9638498122422006,3.7055414854541295,0,sup_int
2026-01-01 16:00:00,2025-12-31 16:00:00,2026-01-02 15:30:00,673.3877486581731,132.37609693328912,380.92501271057387,844.9300718769312,2.938748386537023,0.36833133881463415,0.9170043671303036,0.9445950558170475,3.668484463509029,0,sup_int
2026-01-02 04:00:00,2026-01-01 04:00:00,2026-01-03 03:30:00,683.6284122340732,129.29196307604215,380.66231705708213,847.9408243358515,2.9175524035259297,0.3565815709822902,0.9119744020091056,0.9348854150379109,3.639341237351199,0,sup_int
2026-01-02 16:00:00,2026-01-01 16:00:00,2026-01-03 15:30:00,-1334.057374394951,,-1029.5798146506686,-464196905442.98364,8.07584665807326e-10,0.38807058721447557,4.1057712785175227e-10,0.833552125714524,4.461932235930093,1,sup_int
2026-01-03 04:00:00,2026-01-02 04:00:00,2026-01-04 03:30:00,680.3061464592366,138.1042921449456,369.33201012201147,839.2609413896236,2.9282119146703796,0.3841953363057131,0.919219840794654,0.7416386910308519,3.539394859783659,0,sup_int
2026-01-03 16:00:00,2026-01-02 16:00:00,2026-01-04 15:30:00,-238.64867823181342,,209.5371953694468,-942.9763717528472,1.0933993710438017e-08,2.160732653910813e-08,5.780315781578338e-09,8.166188880665004e-08,3.841467073084889,1,sup_int
2026-01-04 04:00:00,2026-01-03 04:00:00,2026-01-05 03:30:00,654.3687127751202,137.25137897496083,382.88485180062753,840.1113056103635,3.045366622140575,0.3968857878599917,0.9294990974682877,0.9456400223151777,3.737071540825057,0,sup_int
2026-01-04 16:00:00,2026-01-03 16:00:00,2026-01-05 15:30:00,686.6695661890378,134.708725728235,371.3025995772407,842.6334680001864,2.892348750905573,0.3693921255490464,0.9269672325692536,0.8655162742809297,3.542146679403359,0,sup_int
2026-01-05 04:00:00,2026-01-04 04:00:00,2026-01-06 03:30:00,672.4740771576111,126.6312259534967,390.03208720192623,850.5141375914703,2.926933463354177,0.3499311475203731,0.9194884851422295,0.8556884755188008,3.758622458429647,0,sup_int
2026-01-05 16:00:00,2026-01-04 16:00:00,2026-01-06 15:30:00,672.6508320382428,132.0683501301377,381.73494252835735,845.2318191854861,2.8810723923518786,0.3602025039200099,0.9014350529901908,0.9292084709150995,3.678204762948103,0,sup_int
2026-01-06 04:00:00,2026-01-05 04:00:00,2026-01-07 03:30:00,1349.2917424947693,,1394.1491586843463,,2.7247915622976757,3.772302903382041e-08,0.8971934908096387,1.634535329309017e-07,2.931644783514832,1,sup_int
2026-01-06 16:00:00,2026-01-05 16:00:00,2026-01-07 15:30:00,671.1275623630136,119.54945668759247,401.7476046799784,857.2513285938859,2.894919351915188,0.3259137091271897,0.9098519879331531,0.7380398270780255,3.8752141369211905,0,sup_int
2026-01-07 04:00:00,2026-01-06 04:00:00,2026-01-08 03:30:00,711.5167128554614,128.881294625054,368.55466664153136,848.3394664265721,2.7777452281843034,0.3383481247905409,0.9079489409878748,0.7810858178190776,3.4533473490150843,0,sup_int
2026-01-07 16:00:00,2026-01-06 16:00:00,2026-01-08 15:30:00,-1326.362199463635,,-870.9890975092321,-38231401828.58357,7.294119974687874e-09,0.28867791358669653,4.186744506640139e-09,0.86107455958449,4.35719978373986,1,sup_int
2026-01-08 04:00:00,2026-01-07 04:00:00,2026-01-09 03:30:00,727.4103268550891,130.45830388780448,359.4389772129899,846.805691349003,2.278526087192787,0.28115759217511666,0.819378942834188,0.8568840448146356,3.3288121871748926,0,sup_int
2026-01-08 16:00:00,2026-01-07 16:00:00,2026-01-09 15:30:00,1347.9280828177718,,1614.1186995789699,,2.3556627071127716,2.1009477491062967e-09,0.8245147620300781,6.3509718595256e-09,3.5069878530255374,1,sup_int
2026-01-09 04:00:00,2026-01-08 04:00:00,2026-01-10 03:30:00,315.6693238847104,412.6049659586486,272.3685139261848,526.7162956146576,2.700103429731371e-08,1.227866941455602e-08,2.1327739352372532e-08,3.383975855086874e-08,3.319942956943195,1,sup_int
2026-01-09 16:00:00,2026-01-08 16:00:00,2026-01-10 15:30:00,667.4492297055309,118.26119328018724,405.6753183554041,858.4589900821013,2.4210602319872283,0.2695393327130627,0.8772598125800594,0.5354660461937338,3.923286623082449,0,sup_int
2026-01-10 04:00:00,2026-01-09 04:00:00,2026-01-11 03:30:00,652.5173363833718,128.6022841151492,396.9605822727114,848.6100020633156,2.8114088419450263,0.34166122829740325,0.891073003627098,0.7797853688430956,3.8794731999642997,0,sup_int
2026-01-10 16:00:00,2026-01-09 16:00:00,2026-01-11 15:30:00,-1365.8732756376844,,-1169.1977727183157,-89130047882.94467,3.581642094019344e-09,0.33046597583351345,-2.02823224881854e-09,0.524426632109433,0.7059544014509482,1,sup_int
2026-01-11 04:00:00,2026-01-10 04:00:00,2026-01-12 03:30:00,1366.4160155044056,,1302.114784068536,,2.9511599066565166,1.4409031912077097e-08,0.9165035911955247,-3.071084697658932e-08,0.501329163248144,1,sup_int
2026-01-11 16:00:00,2026-01-10 16:00:00,2026-01-12 15:30:00,-1366.01470365331,,-1133.391348268389,-48274371406.77454,7.668292223428352e-09,0.38320901085610837,-4.280930054889609e-09,0.47102175801902624,0.6328033746278829,1,sup_int
2026-01-12 04:00:00,2026-01-11 04:00:00,2026-01-13 03:30:00,630.6107891467714,124.61697485178861,414.91709042025525,852.4471090531973,2.844526937034911,0.3343871073800764,0.914361414997861,0.45393201529734284,4.117067953609245,0,sup_int
2026-01-12 16:00:00,2026-01-11 16:00:00,2026-01-13 15:30:00,708.1944470489494,135.01026666758506,361.2797144286055,842.3353741212692,2.789995751079238,0.35718120883225135,0.9169845627051775,0.6390792133681666,3.3933914223516073,0,sup_int
2026-01-13 04:00:00,2026-01-12 04:00:00,2026-01-14 03:30:00,681.0034062661289,118.67237933343904,398.2062776098025,858.0741400535176,2.773929182791334,0.3099297407006597,0.9136070517627857,0.8374019424916539,3.8142080763134856,0,sup_int
2026-01-13 16:00:00,2026-01-12 16:00:00,2026-01-14 15:30:00,-1322.241031022922,,-802.7344925715023,-12886750080.548143,2.5456959207303953e-08,0.33960211567294885,1.3676513366256415e-08,0.9714146409318105,4.299181442893959,1,sup_int
2026-01-14 04:00:00,2026-01-13 04:00:00,2026-01-15 03:30:00,714.2233448142056,124.57306922772675,373.6284688027031,852.4890965424908,2.6809833167424064,0.3150452802369838,0.8997126607411302,0.8551327783786595,3.4939691069234966,0,sup_int
2026-01-14 16:00:00,2026-01-13 16:00:00,2026-01-15 15:30:00,670.7650781713393,117.78953394600023,404.741234648767,858.8997336584364,2.8231059643759027,0.31301147940022966,0.9129270546424176,0.7243859101298549,3.905091865455916,0,sup_int
2026-01-15 04:00:00,2026-01-14 04:00:00,2026-01-16 03:30:00,717.9738879612381,126.58435885995448,369.0337800408027,850.5592622379864,2.7519875793719835,0.3288868431401435,0.9197711624352516,0.7569573281567852,3.4415280524556517,0,sup_int
2026-01-15 16:00:00,2026-01-14 16:00:00,2026-01-16 15:30:00,682.1647134110503,114.26170545060188,404.6562826658863,862.1721653605587,2.861790183456737,0.3076060111619093,0.9318558865032596,0.8394414162734525,3.8727808224364453,0,sup_int
2026-01-16 04:00:00,2026-01-15 04:00:00,2026-01-17 03:30:00,716.1336299883931,124.12479063018924,373.43617248820203,852.9174313147804,2.7739882676576015,0.3247443844468979,0.925985275317834,0.8660925660245065,3.487288360670774,0,sup_int
2026-01-16 16:00:00,2026-01-15 16:00:00,2026-01-17 15:30:00,679.2386284006958,117.62810955847318,400.7344360628887,859.0504034273138,2.7151344440561007,0.30061666731404146,0.9384626895317316,0.8093765518668964,3.843252237208299,0,sup_int
2026-01-17 04:00:00,2026-01-16 04:00:00,2026-01-18 03:30:00,693.4810321131804,123.6431687171512,384.5132043271633,853.3768944907393,2.6519544140174283,0.3091968091467722,0.9426687516293929,0.866226414681137,3.650284765523912,0,sup_int
2026-01-17 16:00:00,2026-01-16 16:00:00,2026-01-18 15:30:00,728.2564661236527,115.60527457845039,380.72703512977904,860.9309162017372,2.452670092917815,0.2667823187551471,0.8879243159545054,0.8123505483454907,3.523755135203797,0,sup_int
2026-01-18 04:00:00,2026-01-17 04:00:00,2026-01-19 03:30:00,659.0710110439177,117.26261702298603,411.6348835082179,859.3912175170676,2.6956754898601787,0.2975111386699799,0.9030215990141346,0.5637013123661625,4.004464888297036,0,sup_int
2026-01-18 16:00:00,2026-01-17 16:00:00,2026-01-19 15:30:00,1354.6862983538635,,1510.5696038962892,,2.593790611241014,4.925801599942048e-09,0.9155559290381354,1.336543531404999e-08,2.701025372968468,1,sup_int
2026-01-19 04:00:00,2026-01-18 04:00:00,2026-01-20 03:30:00,669.331795761383,110.85971310676186,416.80686057369445,865.2868924654994,2.7780087442040147,0.28964333674554993,0.919752302593547,0.5837317008694942,4.025583459656483,0,sup_int
2026-01-19 16:00:00,2026-01-18 16:00:00,2026-01-20 15:30:00,742.4130202141125,114.34050482772676,376.3698920371845,862.0995397645795,2.8048442465821584,0.30169591991126443,0.9224060870981843,0.7721290500204658,3.4468550577993695,0,sup_int
2026-01-20 04:00:00,2026-01-19 04:00:00,2026-01-21 03:30:00,701.1947221459368,106.30831781059766,408.10253654899566,869.3896098807891,2.86642944408626,0.2866883385660082,0.9282307156182226,0.8573514586226869,3.852714521633473,0,sup_int
2026-01-20 16:00:00,2026-01-19 16:00:00,2026-01-21 15:30:00,738.1541662589914,110.19526431012395,384.5427800035843,865.8904672601989,2.8368979058217763,0.29401075674687416,0.9259095445126595,0.8781938726273663,3.532954907605883,0,sup_int
2026-01-21 04:00:00,2026-01-20 04:00:00,2026-01-22 03:30:00,706.0425828254341,108.36317264086763,402.38940684577824,867.5465469425201,2.7709462441079395,0.28242525541088853,0.9269045721451208,0.8995934785854643,3.7854436847265607,0,sup_int
2026-01-21 16:00:00,2026-01-20 16:00:00,2026-01-22 15:30:00,748.3757217132444,109.97059609328241,380.3547794153122,866.0941968914651,2.6538540895061513,0.2744807450137752,0.9126215763186633,0.9049603008685753,3.467753028554349,0,sup_int
2026-01-22 04:00:00,2026-01-21 04:00:00,2026-01-23 03:30:00,633.0440701851262,88.38912142824442,478.3463873023466,884.7919899402117,2.7905510879419944,0.2346056307127519,0.8630461691806312,0.03211672396198062,4.738494470536723,1,sup_int
2026-01-22 16:00:00,2026-01-21 16:00:00,2026-01-23 15:30:00,710.7235488288732,67.01002819970593,474.2092527230574,901.491252064454,3.047401356840629,0.2035192077131575,0.8898266049575672,0.024283897023878787,4.445901135217159,1,sup_int
2026-01-23 04:00:00,2026-01-22 04:00:00,2026-01-24 03:30:00,666.6929681999071,82.12302779395586,469.9833305689899,889.8819696339912,3.10198454917392,0.2444436203508843,0.9025557993989575,0.03574089159421778,4.54763577291292,1,sup_int
2026-01-23 16:00:00,2026-01-22 16:00:00,2026-01-24 15:30:00,1308.426513646128,-284.55175625617346,417.1269451266107,,1.4848207996465135e-08,1.184579656587914e-10,7.0202356150517176e-09,-3.5958125366164495e-11,1.4601741761066358,1,sup_int
2026-01-24 04:00:00,2026-01-23 04:00:00,2026-01-25 03:30:00,726.0207185161734,114.88747472592017,382.82172676013175,861.5948296458479,3.086847866695254,0.3336417096857594,0.9226903540756308,0.7179659967235767,3.5490094408041637,0,sup_int
2026-01-24 16:00:00,2026-01-23 16:00:00,2026-01-25 15:30:00,-719.735261748126,,101.40553537969335,-10670.206566994071,2.7195512508626507e-09,3.275889887133232e-08,1.3891359174067475e-09,1.244700160718537e-07,4.018140536251644,1,sup_int
2026-01-25 04:00:00,2026-01-24 04:00:00,2026-01-26 03:30:00,705.8782645519166,121.42305310457462,382.1015632711342,855.4850005842796,2.8096909240906327,0.32145606628540196,0.8771426232547566,0.865040697308101,3.595016856963901,0,sup_int
2026-01-25 16:00:00,2026-01-24 16:00:00,2026-01-26 15:30:00,691.8874805384816,116.76837615723623,395.8769453774037,859.8513611676358,2.6551080320857947,0.2917691425007571,0.8667993959625524,0.9388015447085849,3.7624729968622583,0,sup_int
2026-01-26 04:00:00,2026-01-25 04:00:00,2026-01-27 03:30:00,690.4800727887281,117.7384860556079,395.03758774282517,858.9473901630872,2.63105512171308,0.2915880696892307,0.8795654852620003,0.940525856881946,3.758293115073272,0,sup_int
2026-01-26 16:00:00,2026-01-25 16:00:00,2026-01-27 15:30:00,676.7394014848528,119.6673608770364,398.75041965727263,857.1405215730698,2.7141724037566775,0.3058763203909443,0.8619962474203922,0.9314622997655886,3.8310279307763158,0,sup_int
2026-01-27 04:00:00,2026-01-26 04:00:00,2026-01-28 03:30:00,683.8120694661445,116.00612828531771,401.04150863229796,860.5593814107051,2.99855971857175,0.3273132078942864,0.8984121837273099,0.9204793719424686,3.8336746138991047,0,sup_int
2026-01-27 16:00:00,2026-01-26 16:00:00,2026-01-28 15:30:00,678.0238006827332,114.8108665460291,405.8549763588552,861.6655814470713,3.3114088190993263,0.35767082968670066,0.9132724661778393,0.9477999405760633,3.895726885464523,0,sup_int
2026-01-28 04:00:00,2026-01-27 04:00:00,2026-01-29 03:30:00,681.5840510912545,116.08635416090439,402.0210648894173,860.4849569103736,3.402384327200359,0.3716555450256518,0.9090756536169937,0.9817800725719477,3.8491541718623283,0,sup_int
2026-01-28 16:00:00,2026-01-27 16:00:00,2026-01-29 15:30:00,742.6045213437549,107.85655729665677,386.1566547071244,868.0023641691948,3.181403357806198,0.3227594170334764,0.8744919083834104,0.7944616871189619,3.535975528927672,0,sup_int
2026-01-29 04:00:00,2026-01-28 04:00:00,2026-01-30 03:30:00,662.7888019056362,114.4473895406798,414.29974632415593,862.0009947763099,3.2064936582065204,0.3452254184119019,0.875198803121027,0.6205927298733063,4.01987397758218,0,sup_int
2026-01-29 16:00:00,2026-01-28 16:00:00,2026-01-30 15:30:00,770.5925442656729,105.7208570937635,377.19803998728077,869.9137037725857,3.02572686850507,0.30097903434183365,0.8924318826395748,0.5337131532295318,3.38116311405894,0,sup_int
2026-01-30 04:00:00,2026-01-29 04:00:00,2026-01-31 03:30:00,1346.145087199621,,1524.678489898551,,3.1003747985018024,1.0015530460538713e-08,0.8956077340181017,3.8347803821281445e-08,3.4450676572722174,1,sup_int
2026-01-30 16:00:00,2026-01-29 16:00:00,2026-01-31 15:30:00,685.9184629940949,115.87266437292227,400.21191811649396,860.6831450751661,3.038531569826024,0.3312871139293598,0.8801184046257698,0.8982647535661077,3.8199880429646726,0,sup_int
2026-01-31 04:00:00,2026-01-30 04:00:00,2026-02-01 03:30:00,749.6328743021866,107.84263151740633,383.0532830822401,868.0148805465051,2.7278608101191417,0.27671131914107994,0.8308076820664682,0.5985702111788316,3.4890417002789222,0,sup_int
2026-01-31 16:00:00,2026-01-30 16:00:00,2026-02-01 15:30:00,1348.7348371719681,,1677.4878697059623,,2.8580499798566494,1.0501559066788957e-09,0.8652729577002626,2.525426534560893e-09,3.575975839154917,1,sup_int
2026-02-01 04:00:00,2026-01-31 04:00:00,2026-02-02 03:30:00,1354.4126280704825,,1493.4073251254767,,2.5099507949281503,6.149505571428904e-09,0.8797956137214409,1.5434596822849755e-08,2.6969199210073813,1,sup_int
2026-02-01 16:00:00,2026-01-31 16:00:00,2026-02-02 15:30:00,1341.0336984569944,,1588.7389643071285,,2.8280083159155898,5.751633891382113e-09,0.8621529240288452,2.1238341640916758e-08,3.9485468743892476,1,sup_int
2026-02-02 04:00:00,2026-02-01 04:00:00,2026-02-03 03:30:00,761.2372702760425,113.82403792736454,369.0686104872504,862.5751491696178,2.7654039341843437,0.2960920863173669,0.8245540321892402,0.5360519827372063,3.3321468298147017,0,sup_int
2026-02-02 16:00:00,2026-02-01 16:00:00,2026-02-03 15:30:00,1335.378602629598,,1600.3945305167463,,3.0843847730053877,7.69302521685944e-09,0.8142573341953099,2.6965289889879784e-08,4.32839069762598,1,sup_int
2026-02-03 04:00:00,2026-02-02 04:00:00,2026-02-04 03:30:00,797.5036414094571,81.86519939641768,403.39125052838057,890.0879984847588,3.168294792938899,0.24899329096679584,0.8303368260521587,0.667199522629786,3.5405611944186886,0,sup_int
2026-02-03 16:00:00,2026-02-02 16:00:00,2026-02-04 15:30:00,859.3355726110589,52.620524544119704,426.75244431916815,911.6319187470914,3.6278098769762717,0.20419848062925622,0.8562286119751569,0.7161478399067638,3.5591335742512378,0,sup_int
2026-02-04 04:00:00,2026-02-03 04:00:00,2026-02-05 03:30:00,780.9046196486782,64.80404997773589,441.30252672371944,903.1046864729373,3.8894126412406336,0.2532563734092045,0.8803978484098972,0.7916251781922783,3.9242636823723354,0,sup_int
2026-02-04 16:00:00,2026-02-03 16:00:00,2026-02-05 15:30:00,831.85735624092,54.14853732874411,436.63393793501547,910.5984943363474,4.251324172736278,0.24384225093816556,0.8626724622517123,0.8753384968497369,3.726997282532002,0,sup_int
2026-02-05 04:00:00,2026-02-04 04:00:00,2026-02-06 03:30:00,751.7387266048966,74.17767740328235,438.5354487866279,896.1049932008931,4.422346488941883,0.3200023906842183,0.8472409601721057,0.887175167290348,3.9880435483274246,0,sup_int
2026-02-05 16:00:00,2026-02-04 16:00:00,2026-02-06 15:30:00,768.1939811591599,82.6590835858117,415.4782350609146,889.4527426222543,4.033537247490702,0.31964437573196586,0.8131498020423957,0.7675476274072616,3.731194109077541,0,sup_int
2026-02-06 04:00:00,2026-02-05 04:00:00,2026-02-07 03:30:00,714.535949932268,94.03196766715351,422.05031981981904,880.074520607538,4.042221339857176,0.35957545462507806,0.8606036506021139,0.8340166107440128,3.945880860018164,0,sup_int
2026-02-06 16:00:00,2026-02-05 16:00:00,2026-02-07 15:30:00,683.1701187550948,116.16405202542671,401.1084156283257,860.4128565139986,3.352118860429424,0.36641504882449427,0.897858846083013,0.9576720270977992,3.8360723352911967,0,sup_int
2026-02-07 04:00:00,2026-02-06 04:00:00,2026-02-08 03:30:00,687.3581515248743,114.30585862807794,401.99878600379594,862.131474159543,3.2549857430038336,0.3500066383066127,0.8974303327036116,0.9629309272800611,3.833091366874999,0,sup_int
2026-02-07 16:00:00,2026-02-06 16:00:00,2026-02-08 15:30:00,-1325.5170109987719,,-887.6856302518439,-57023450511.558,6.001513508380185e-09,0.3542702716147512,2.8194676593429335e-09,0.9789935067284639,4.505182370059659,1,sup_int
2026-02-08 04:00:00,2026-02-07 04:00:00,2026-02-09 03:30:00,677.5179204093209,115.16595992637122,405.5378026417304,861.3374622706473,3.304880122916994,0.3580882095466243,0.9077571626263198,0.9810785125896803,3.894082944464161,0,sup_int
2026-02-08 16:00:00,2026-02-07 16:00:00,2026-02-09 15:30:00,679.3606154424325,113.26343648866349,407.68381120507456,863.0903489615432,3.4180296969335706,0.36414585634135604,0.9142220487376885,0.9798941681702201,3.9095608438709637,0,sup_int
2026-02-09 04:00:00,2026-02-08 04:00:00,2026-02-10 03:30:00,700.4957727679679,109.57418202345558,403.1371172067609,866.453226880041,3.454325147331965,0.35598738925642376,0.9143276305974428,0.96824518606901,3.8077640350150874,0,sup_int
2026-02-09 16:00:00,2026-02-08 16:00:00,2026-02-10 15:30:00,1349.8282943542654,,1624.1421055728322,,3.585246685927695,2.3949854877081123e-09,0.9103054907367478,1.028862539609321e-08,3.3691477007680315,1,sup_int
2026-02-10 04:00:00,2026-02-09 04:00:00,2026-02-11 03:30:00,709.2162627114484,108.93395988009152,399.9411088378335,867.0318858098593,3.63454927582918,0.3723833100093187,0.9121000470504033,0.9379558989121103,3.753731174087683,0,sup_int
2026-02-10 16:00:00,2026-02-09 16:00:00,2026-02-11 15:30:00,679.0607576889442,110.57366546270073,412.23595663996264,865.5469259994574,3.7478444520126093,0.3897523901733649,0.911764307093374,0.9461647171127304,3.9540584096432783,0,sup_int
2026-02-11 04:00:00,2026-02-10 04:00:00,2026-02-12 03:30:00,717.6175140769509,109.18183822729574,395.5526543496775,866.808017382928,3.737950571683613,0.38384370520103955,0.906801120318755,0.9275926575281651,3.689802357781285,0,sup_int
2026-02-11 16:00:00,2026-02-10 16:00:00,2026-02-12 15:30:00,1345.893598834654,,1514.02146085931,,3.9206732995883047,1.4783410606789005e-08,0.9184692605315469,5.237790401402265e-08,3.4389630411677135,1,sup_int
2026-02-12 04:00:00,2026-02-11 04:00:00,2026-02-13 03:30:00,732.1147454538634,109.65955227803187,388.09654105082967,866.375954934497,3.7914542504147524,0.3910336985153212,0.9111509338871029,0.7675263111354214,3.5816928437143414,0,sup_int
2026-02-12 16:00:00,2026-02-11 16:00:00,2026-02-13 15:30:00,10.59605103402203,5000.6302335011915,58.728836227912716,6.559826708822744,3.644743173936149e-09,3.6199929165370293e-09,-1.442894470571332e-09,1.1816425171673473e-08,0.8789544490949122,1,sup_int
2026-02-13 04:00:00,2026-02-12 04:00:00,2026-02-14 03:30:00,726.7314104239889,107.3914247484992,394.12370875303316,868.4200424473905,3.969555095106939,0.4010025654485161,0.9269896211208473,0.8680903151847629,3.6518663512090206,0,sup_int
2026-02-13 16:00:00,2026-02-12 16:00:00,2026-02-14 15:30:00,615.1517455667735,151.3785763888643,381.8354151203198,825.7581303987613,2.455858938432698e-08,3.5654834085185882e-09,1.000877614121265e-08,1.4922881153012213e-08,3.8292095798397208,1,sup_int
2026-02-14 04:00:00,2026-02-13 04:00:00,2026-02-15 03:30:00,725.6969725753682,106.19265487032011,396.50762990649616,869.4928962210781,3.7282107859313705,0.37248149603467345,0.9243318176602027,0.9607404872388619,3.6767665826557945,0,sup_int
2026-02-14 16:00:00,2026-02-13 16:00:00,2026-02-15 15:30:00,713.8713153046992,105.13163339203746,403.8312234189094,870.4381043887215,3.6334586003101723,0.3594596746469716,0.9269178945530681,0.909554833238053,3.7773816090412193,0,sup_int
2026-02-15 04:00:00,2026-02-14 04:00:00,2026-02-16 03:30:00,726.8376507099445,107.03236547760065,394.64233489243776,868.741934037299,3.4774207393693857,0.35012864373215313,0.9162779362355534,0.9146329804516495,3.6563844321577603,0,sup_int
2026-02-15 16:00:00,2026-02-14 16:00:00,2026-02-16 15:30:00,711.7188754572815,104.41693960639023,406.03775087910435,871.0724639664213,3.5577673938767447,0.3496351837741035,0.9040313834223039,0.9802511735813189,3.8040012508307353,0,sup_int
2026-02-16 04:00:00,2026-02-15 04:00:00,2026-02-17 03:30:00,721.6788759831607,105.9775220803634,398.7399953042942,869.6848789225048,3.6066987061367564,0.35962456519643876,0.8913872640983269,0.980732363461208,3.7084446965855338,0,sup_int
2026-02-16 16:00:00,2026-02-15 16:00:00,2026-02-17 15:30:00,709.5112652632832,106.48146477985765,403.7495677760691,869.2348996197424,3.6889401544345177,0.36954323617977664,0.8854690883381455,0.9684168783210263,3.7886615782094344,0,sup_int
