time,temperature
1970-01-01 11:18:30.756956019,18.504
1970-01-01 11:18:30.763900463,18.567
1970-01-01 11:18:30.770844907,18.504
1970-01-01 11:18:30.777789352,18.504
1970-01-01 11:18:30.784733796,18.504
1970-01-01 11:18:30.791678241,18.504
1970-01-01 11:18:30.798622685,18.504
1970-01-01 11:18:30.805567130,18.504
1970-01-01 11:18:30.812511574,18.441
1970-01-01 11:18:30.819456019,18.441
1970-01-01 11:18:30.826400463,18.441
1970-01-01 11:18:30.833344907,18.441
1970-01-01 11:18:30.840289352,18.379
1970-01-01 11:18:30.847233796,18.379
1970-01-01 11:18:30.854178241,18.379
1970-01-01 11:18:30.861122685,18.316
1970-01-01 11:18:30.868067130,18.316
1970-01-01 11:18:30.875011574,18.254
1970-01-01 11:18:30.881956019,18.254
1970-01-01 11:18:30.888900463,18.191
1970-01-01 11:18:30.895844907,18.191
1970-01-01 11:18:30.902789352,18.128
1970-01-01 11:18:30.909733796,18.128
1970-01-01 11:18:30.916678241,18.066
1970-01-01 11:18:30.923622685,18.066
1970-01-01 11:18:30.930567130,18.003
1970-01-01 11:18:30.937511574,17.94
1970-01-01 11:18:30.944456019,17.94
1970-01-01 11:18:30.951400463,17.878
1970-01-01 11:18:30.958344907,17.878
1970-01-01 11:18:30.965289352,17.815
1970-01-01 11:18:30.972233796,17.815
1970-01-01 11:18:30.979178241,17.752
1970-01-01 11:18:30.986122685,17.752
1970-01-01 11:18:30.993067130,17.69
1970-01-01 11:18:31.000011574,17.69
1970-01-01 11:18:31.006956019,17.627
1970-01-01 11:18:31.013900463,17.627
1970-01-01 11:18:31.020844907,17.564
1970-01-01 11:18:31.027789352,17.564
1970-01-01 11:18:31.034733796,17.502
1970-01-01 11:18:31.041678241,17.502
1970-01-01 11:18:31.048622685,17.502
1970-01-01 11:18:31.055567130,17.439
1970-01-01 11:18:31.062511574,17.439
1970-01-01 11:18:31.069456019,17.376
1970-01-01 11:18:31.076400463,17.376
1970-01-01 11:18:31.083344907,17.376
1970-01-01 11:18:31.090289352,17.314
1970-01-01 11:18:31.097233796,17.314
1970-01-01 11:18:31.104178241,17.314
1970-01-01 11:18:31.111122685,17.251
1970-01-01 11:18:31.118067130,17.251
1970-01-01 11:18:31.125011573,17.251
1970-01-01 11:18:31.131956019,17.188
1970-01-01 11:18:31.138900463,17.188
1970-01-01 11:18:31.145844907,17.188
1970-01-01 11:18:31.152789352,17.126
1970-01-01 11:18:31.159733796,17.126
1970-01-01 11:18:31.166678241,17.126
1970-01-01 11:18:31.173622685,17.063
1970-01-01 11:18:31.180567130,17.063
1970-01-01 11:18:31.187511574,17.063
1970-01-01 11:18:31.194456019,17.063
1970-01-01 11:18:31.201400463,17.0
1970-01-01 11:18:31.208344907,17.0
1970-01-01 11:18:31.215289352,17.0
1970-01-01 11:18:31.222233796,17.0
1970-01-01 11:18:31.229178241,16.938
1970-01-01 11:18:31.236122685,16.938
1970-01-01 11:18:31.243067130,16.938
1970-01-01 11:18:31.250011574,16.938
1970-01-01 11:18:31.256956018,16.938
1970-01-01 11:18:31.263900462,16.875
1970-01-01 11:18:31.270844907,16.875
1970-01-01 11:18:31.277789352,16.875
1970-01-01 11:18:31.284733796,16.875
1970-01-01 11:18:31.291678241,16.875
1970-01-01 11:18:31.298622685,16.875
1970-01-01 11:18:31.305567130,16.875
1970-01-01 11:18:31.312511574,16.875
1970-01-01 11:18:31.319456019,16.875
1970-01-01 11:18:31.326400463,16.875
1970-01-01 11:18:31.333344907,16.875
1970-01-01 11:18:31.340289352,16.875
1970-01-01 11:18:31.347233796,16.875
1970-01-01 11:18:31.354178241,16.875
1970-01-01 11:18:31.361122685,16.875
1970-01-01 11:18:31.368067130,16.875
1970-01-01 11:18:31.375011574,16.875
1970-01-01 11:18:31.381956019,16.938
1970-01-01 11:18:31.388900463,16.938
1970-01-01 11:18:31.395844907,16.938
1970-01-01 11:18:31.402789352,16.938
1970-01-01 11:18:31.409733796,16.938
1970-01-01 11:18:31.416678241,16.938
1970-01-01 11:18:31.423622685,17.0
1970-01-01 11:18:31.430567130,17.0
1970-01-01 11:18:31.437511574,17.0
1970-01-01 11:18:31.444456019,17.0
1970-01-01 11:18:31.451400463,17.0
1970-01-01 11:18:31.458344907,17.063
1970-01-01 11:18:31.465289352,17.063
1970-01-01 11:18:31.472233796,17.063
1970-01-01 11:18:31.479178241,17.063
1970-01-01 11:18:31.486122685,17.126
1970-01-01 11:18:31.493067130,17.126
1970-01-01 11:18:31.500011573,17.126
1970-01-01 11:18:31.506956019,17.126
1970-01-01 11:18:31.513900463,17.126
1970-01-01 11:18:31.520844906,17.188
1970-01-01 11:18:31.527789352,17.188
1970-01-01 11:18:31.534733796,17.188
1970-01-01 11:18:31.541678241,17.188
1970-01-01 11:18:31.548622685,17.251
1970-01-01 11:18:31.555567130,17.251
1970-01-01 11:18:31.562511574,17.314
1970-01-01 11:18:31.569456019,17.376
1970-01-01 11:18:31.576400463,17.439
1970-01-01 11:18:31.583344907,17.502
1970-01-01 11:18:31.590289352,17.564
1970-01-01 11:18:31.597233796,17.627
1970-01-01 11:18:31.604178241,17.69
1970-01-01 11:18:31.611122685,17.752
1970-01-01 11:18:31.618067130,17.815
1970-01-01 11:18:31.625011574,17.878
1970-01-01 11:18:31.631956019,18.003
1970-01-01 11:18:31.638900463,18.066
1970-01-01 11:18:31.645844907,18.191
1970-01-01 11:18:31.652789352,18.254
1970-01-01 11:18:31.659733796,18.316
1970-01-01 11:18:31.666678241,18.316
1970-01-01 11:18:31.673622685,18.379
1970-01-01 11:18:31.680567130,18.441
1970-01-01 11:18:31.687511574,18.441
1970-01-01 11:18:31.694456019,18.441
1970-01-01 11:18:31.701400463,18.441
1970-01-01 11:18:31.708344907,18.441
1970-01-01 11:18:31.715289352,18.441
1970-01-01 11:18:31.722233796,18.441
1970-01-01 11:18:31.729178241,18.504
1970-01-01 11:18:31.736122685,18.504
1970-01-01 11:18:31.743067130,18.504
1970-01-01 11:18:31.750011574,18.504
1970-01-01 11:18:31.756956019,18.504
1970-01-01 11:18:31.763900463,18.504
1970-01-01 11:18:31.770844907,18.504
1970-01-01 11:18:31.777789352,18.504
1970-01-01 11:18:31.784733796,18.504
1970-01-01 11:18:31.791678241,18.504
1970-01-01 11:18:31.798622685,18.504
1970-01-01 11:18:31.805567130,18.504
1970-01-01 11:18:31.812511574,18.504
1970-01-01 11:18:31.819456019,18.504
1970-01-01 11:18:31.826400463,18.504
1970-01-01 11:18:31.833344907,18.504
1970-01-01 11:18:31.840289352,18.504
1970-01-01 11:18:31.847233796,18.504
1970-01-01 11:18:31.854178241,18.504
1970-01-01 11:18:31.861122685,18.441
1970-01-01 11:18:31.868067130,18.441
1970-01-01 11:18:31.875011574,18.441
1970-01-01 11:18:31.881956019,18.441
1970-01-01 11:18:31.888900463,18.379
1970-01-01 11:18:31.895844907,18.379
1970-01-01 11:18:31.902789352,18.316
1970-01-01 11:18:31.909733796,18.316
1970-01-01 11:18:31.916678241,18.316
1970-01-01 11:18:31.923622685,18.254
1970-01-01 11:18:31.930567130,18.254
1970-01-01 11:18:31.937511574,18.191
1970-01-01 11:18:31.944456019,18.191
1970-01-01 11:18:31.951400463,18.128
1970-01-01 11:18:31.958344907,18.128
1970-01-01 11:18:31.965289352,18.066
1970-01-01 11:18:31.972233796,18.066
1970-01-01 11:18:31.979178241,18.003
1970-01-01 11:18:31.986122685,18.003
1970-01-01 11:18:31.993067130,17.94
1970-01-01 11:18:32.000011574,17.94
1970-01-01 11:18:32.006956019,17.878
1970-01-01 11:18:32.013900463,17.815
1970-01-01 11:18:32.020844907,17.815
1970-01-01 11:18:32.027789352,17.752
1970-01-01 11:18:32.034733796,17.752
1970-01-01 11:18:32.041678241,17.69
1970-01-01 11:18:32.048622685,17.69
1970-01-01 11:18:32.055567130,17.627
1970-01-01 11:18:32.062511574,17.627
1970-01-01 11:18:32.069456019,17.564
1970-01-01 11:18:32.076400463,17.564
1970-01-01 11:18:32.083344907,17.502
1970-01-01 11:18:32.090289352,17.439
1970-01-01 11:18:32.097233796,17.439
1970-01-01 11:18:32.104178241,17.376
1970-01-01 11:18:32.111122685,17.376
1970-01-01 11:18:32.118067130,17.376
1970-01-01 11:18:32.125011573,17.314
1970-01-01 11:18:32.131956019,17.314
1970-01-01 11:18:32.138900463,17.251
1970-01-01 11:18:32.145844907,17.251
1970-01-01 11:18:32.152789352,17.188
1970-01-01 11:18:32.159733796,17.188
1970-01-01 11:18:32.166678241,17.126
1970-01-01 11:18:32.173622685,17.126
1970-01-01 11:18:32.180567130,17.063
1970-01-01 11:18:32.187511574,17.063
1970-01-01 11:18:32.194456019,17.063
1970-01-01 11:18:32.201400463,17.0
1970-01-01 11:18:32.208344907,17.0
1970-01-01 11:18:32.215289352,16.938
1970-01-01 11:18:32.222233796,16.938
1970-01-01 11:18:32.229178241,16.938
1970-01-01 11:18:32.236122685,16.875
1970-01-01 11:18:32.243067130,16.875
1970-01-01 11:18:32.250011574,16.875
1970-01-01 11:18:32.256956018,16.812
1970-01-01 11:18:32.263900462,16.812
1970-01-01 11:18:32.270844907,16.812
1970-01-01 11:18:32.277789352,16.812
1970-01-01 11:18:32.284733796,16.75
1970-01-01 11:18:32.291678241,16.75
1970-01-01 11:18:32.298622685,16.75
1970-01-01 11:18:32.305567130,16.75
1970-01-01 11:18:32.312511574,16.687
1970-01-01 11:18:32.319456019,16.687
1970-01-01 11:18:32.326400463,16.687
1970-01-01 11:18:32.333344907,16.687
1970-01-01 11:18:32.340289352,16.687
1970-01-01 11:18:32.347233796,16.687
1970-01-01 11:18:32.354178241,16.75
1970-01-01 11:18:32.361122685,16.75
1970-01-01 11:18:32.368067130,16.75
1970-01-01 11:18:32.375011574,16.75
1970-01-01 11:18:32.381956019,16.812
1970-01-01 11:18:32.388900463,16.812
1970-01-01 11:18:32.395844907,16.875
1970-01-01 11:18:32.402789352,16.875
1970-01-01 11:18:32.409733796,16.938
1970-01-01 11:18:32.416678241,16.938
1970-01-01 11:18:32.423622685,17.0
1970-01-01 11:18:32.430567130,17.063
1970-01-01 11:18:32.437511574,17.063
1970-01-01 11:18:32.444456019,17.126
1970-01-01 11:18:32.451400463,17.188
1970-01-01 11:18:32.458344907,17.188
1970-01-01 11:18:32.465289352,17.251
1970-01-01 11:18:32.472233796,17.314
1970-01-01 11:18:32.479178241,17.314
1970-01-01 11:18:32.486122685,17.376
1970-01-01 11:18:32.493067130,17.439
1970-01-01 11:18:32.500011573,17.502
1970-01-01 11:18:32.506956019,17.564
1970-01-01 11:18:32.513900463,17.69
1970-01-01 11:18:32.520844906,17.752
1970-01-01 11:18:32.527789352,17.815
1970-01-01 11:18:32.534733796,17.878
1970-01-01 11:18:32.541678241,18.003
1970-01-01 11:18:32.548622685,18.066
1970-01-01 11:18:32.555567130,18.128
1970-01-01 11:18:32.562511574,18.254
1970-01-01 11:18:32.569456019,18.316
1970-01-01 11:18:32.576400463,18.441
1970-01-01 11:18:32.583344907,18.504
1970-01-01 11:18:32.590289352,18.567
1970-01-01 11:18:32.597233796,18.629
1970-01-01 11:18:32.604178241,18.692
1970-01-01 11:18:32.611122685,18.817
1970-01-01 11:18:32.618067130,18.88
1970-01-01 11:18:32.625011574,18.943
1970-01-01 11:18:32.631956019,19.005
1970-01-01 11:18:32.638900463,19.068
1970-01-01 11:18:32.645844907,19.13
1970-01-01 11:18:32.652789352,19.13
1970-01-01 11:18:32.659733796,19.193
1970-01-01 11:18:32.666678241,19.193
1970-01-01 11:18:32.673622685,19.256
1970-01-01 11:18:32.680567130,19.318
1970-01-01 11:18:32.687511574,19.318
1970-01-01 11:18:32.694456019,19.318
1970-01-01 11:18:32.701400463,19.381
1970-01-01 11:18:32.708344907,19.381
1970-01-01 11:18:32.715289352,19.443
1970-01-01 11:18:32.722233796,19.443
1970-01-01 11:18:32.729178241,19.443
1970-01-01 11:18:32.736122685,19.443
1970-01-01 11:18:32.743067130,19.443
1970-01-01 11:18:32.750011574,19.443
1970-01-01 11:18:32.756956019,19.443
1970-01-01 11:18:32.763900463,19.443
1970-01-01 11:18:32.770844907,19.443
1970-01-01 11:18:32.777789352,19.381
1970-01-01 11:18:32.784733796,19.381
1970-01-01 11:18:32.791678241,19.381
1970-01-01 11:18:32.798622685,19.381
1970-01-01 11:18:32.805567130,19.381
1970-01-01 11:18:32.812511574,19.381
1970-01-01 11:18:32.819456019,19.318
1970-01-01 11:18:32.826400463,19.318
1970-01-01 11:18:32.833344907,19.318
1970-01-01 11:18:32.840289352,19.318
1970-01-01 11:18:32.847233796,19.318
1970-01-01 11:18:32.854178241,19.256
1970-01-01 11:18:32.861122685,19.256
1970-01-01 11:18:32.868067130,19.256
1970-01-01 11:18:32.875011574,19.193
1970-01-01 11:18:32.881956019,19.193
1970-01-01 11:18:32.888900463,19.193
1970-01-01 11:18:32.895844907,19.13
1970-01-01 11:18:32.902789352,19.13
1970-01-01 11:18:32.909733796,19.068
1970-01-01 11:18:32.916678241,19.068
1970-01-01 11:18:32.923622685,19.005
1970-01-01 11:18:32.930567130,18.943
1970-01-01 11:18:32.937511574,18.943
1970-01-01 11:18:32.944456019,18.88
1970-01-01 11:18:32.951400463,18.88
1970-01-01 11:18:32.958344907,18.817
1970-01-01 11:18:32.965289352,18.755
1970-01-01 11:18:32.972233796,18.755
1970-01-01 11:18:32.979178241,18.692
1970-01-01 11:18:32.986122685,18.629
1970-01-01 11:18:32.993067130,18.629
1970-01-01 11:18:33.000011574,18.567
1970-01-01 11:18:33.006956019,18.504
1970-01-01 11:18:33.013900463,18.441
1970-01-01 11:18:33.020844907,18.441
1970-01-01 11:18:33.027789352,18.379
1970-01-01 11:18:33.034733796,18.316
1970-01-01 11:18:33.041678241,18.254
1970-01-01 11:18:33.048622685,18.254
1970-01-01 11:18:33.055567130,18.191
1970-01-01 11:18:33.062511574,18.128
1970-01-01 11:18:33.069456019,18.066
1970-01-01 11:18:33.076400463,18.066
1970-01-01 11:18:33.083344907,18.003
1970-01-01 11:18:33.090289352,17.94
1970-01-01 11:18:33.097233796,17.878
1970-01-01 11:18:33.104178241,17.878
1970-01-01 11:18:33.111122685,17.815
1970-01-01 11:18:33.118067130,17.752
1970-01-01 11:18:33.125011573,17.69
1970-01-01 11:18:33.131956019,17.69
1970-01-01 11:18:33.138900463,17.627
1970-01-01 11:18:33.145844907,17.564
1970-01-01 11:18:33.152789352,17.564
1970-01-01 11:18:33.159733796,17.502
1970-01-01 11:18:33.166678241,17.439
1970-01-01 11:18:33.173622685,17.439
1970-01-01 11:18:33.180567130,17.376
1970-01-01 11:18:33.187511574,17.314
1970-01-01 11:18:33.194456019,17.314
1970-01-01 11:18:33.201400463,17.251
1970-01-01 11:18:33.208344907,17.188
1970-01-01 11:18:33.215289352,17.126
1970-01-01 11:18:33.222233796,17.126
1970-01-01 11:18:33.229178241,17.063
1970-01-01 11:18:33.236122685,17.0
1970-01-01 11:18:33.243067130,17.0
1970-01-01 11:18:33.250011574,16.938
1970-01-01 11:18:33.256956018,16.875
1970-01-01 11:18:33.263900462,16.875
1970-01-01 11:18:33.270844907,16.812
1970-01-01 11:18:33.277789352,16.75
1970-01-01 11:18:33.284733796,16.75
1970-01-01 11:18:33.291678241,16.687
1970-01-01 11:18:33.298622685,16.687
1970-01-01 11:18:33.305567130,16.687
1970-01-01 11:18:33.312511574,16.624
1970-01-01 11:18:33.319456019,16.624
1970-01-01 11:18:33.326400463,16.624
1970-01-01 11:18:33.333344907,16.562
1970-01-01 11:18:33.340289352,16.562
1970-01-01 11:18:33.347233796,16.562
1970-01-01 11:18:33.354178241,16.499
1970-01-01 11:18:33.361122685,16.499
1970-01-01 11:18:33.368067130,16.499
1970-01-01 11:18:33.375011574,16.499
1970-01-01 11:18:33.381956019,16.562
1970-01-01 11:18:33.388900463,16.562
1970-01-01 11:18:33.395844907,16.562
1970-01-01 11:18:33.402789352,16.624
1970-01-01 11:18:33.409733796,16.624
1970-01-01 11:18:33.416678241,16.687
1970-01-01 11:18:33.423622685,16.687
1970-01-01 11:18:33.430567130,16.75
1970-01-01 11:18:33.437511574,16.75
1970-01-01 11:18:33.444456019,16.812
1970-01-01 11:18:33.451400463,16.875
1970-01-01 11:18:33.458344907,16.938
1970-01-01 11:18:33.465289352,16.938
1970-01-01 11:18:33.472233796,17.0
1970-01-01 11:18:33.479178241,17.063
1970-01-01 11:18:33.486122685,17.126
1970-01-01 11:18:33.493067130,17.188
1970-01-01 11:18:33.500011573,17.188
1970-01-01 11:18:33.506956019,17.251
1970-01-01 11:18:33.513900463,17.314
1970-01-01 11:18:33.520844906,17.439
1970-01-01 11:18:33.527789352,17.502
1970-01-01 11:18:33.534733796,17.564
1970-01-01 11:18:33.541678241,17.627
1970-01-01 11:18:33.548622685,17.69
1970-01-01 11:18:33.555567130,17.815
1970-01-01 11:18:33.562511574,17.878
1970-01-01 11:18:33.569456019,17.94
1970-01-01 11:18:33.576400463,18.066
1970-01-01 11:18:33.583344907,18.128
1970-01-01 11:18:33.590289352,18.191
1970-01-01 11:18:33.597233796,18.254
1970-01-01 11:18:33.604178241,18.379
1970-01-01 11:18:33.611122685,18.441
1970-01-01 11:18:33.618067130,18.504
1970-01-01 11:18:33.625011574,18.567
1970-01-01 11:18:33.631956019,18.629
1970-01-01 11:18:33.638900463,18.692
1970-01-01 11:18:33.645844907,18.755
1970-01-01 11:18:33.652789352,18.817
1970-01-01 11:18:33.659733796,18.88
1970-01-01 11:18:33.666678241,18.88
1970-01-01 11:18:33.673622685,18.88
1970-01-01 11:18:33.680567130,18.943
1970-01-01 11:18:33.687511574,18.943
1970-01-01 11:18:33.694456019,18.943
1970-01-01 11:18:33.701400463,18.943
1970-01-01 11:18:33.708344907,18.943
1970-01-01 11:18:33.715289352,18.943
1970-01-01 11:18:33.722233796,18.943
1970-01-01 11:18:33.729178241,18.943
1970-01-01 11:18:33.736122685,18.88
1970-01-01 11:18:33.743067130,18.88
1970-01-01 11:18:33.750011574,18.88
1970-01-01 11:18:33.756956019,18.817
1970-01-01 11:18:33.763900463,18.817
1970-01-01 11:18:33.770844907,18.817
1970-01-01 11:18:33.777789352,18.817
1970-01-01 11:18:33.784733796,18.817
1970-01-01 11:18:33.791678241,18.755
1970-01-01 11:18:33.798622685,18.755
1970-01-01 11:18:33.805567130,18.755
1970-01-01 11:18:33.812511574,18.692
1970-01-01 11:18:33.819456019,18.692
1970-01-01 11:18:33.826400463,18.692
1970-01-01 11:18:33.833344907,18.629
1970-01-01 11:18:33.840289352,18.629
1970-01-01 11:18:33.847233796,18.629
1970-01-01 11:18:33.854178241,18.567
1970-01-01 11:18:33.861122685,18.567
1970-01-01 11:18:33.868067130,18.504
1970-01-01 11:18:33.875011574,18.504
1970-01-01 11:18:33.881956019,18.441
1970-01-01 11:18:33.888900463,18.441
1970-01-01 11:18:33.895844907,18.379
1970-01-01 11:18:33.902789352,18.379
1970-01-01 11:18:33.909733796,18.316
1970-01-01 11:18:33.916678241,18.254
1970-01-01 11:18:33.923622685,18.254
1970-01-01 11:18:33.930567130,18.191
1970-01-01 11:18:33.937511574,18.191
1970-01-01 11:18:33.944456019,18.128
1970-01-01 11:18:33.951400463,18.066
1970-01-01 11:18:33.958344907,18.066
1970-01-01 11:18:33.965289352,18.003
1970-01-01 11:18:33.972233796,17.94
1970-01-01 11:18:33.979178241,17.94
1970-01-01 11:18:33.986122685,17.878
1970-01-01 11:18:33.993067130,17.815
1970-01-01 11:18:34.000011574,17.752
1970-01-01 11:18:34.006956019,17.752
1970-01-01 11:18:34.013900463,17.69
1970-01-01 11:18:34.020844907,17.627
1970-01-01 11:18:34.027789352,17.564
1970-01-01 11:18:34.034733796,17.564
1970-01-01 11:18:34.041678241,17.502
1970-01-01 11:18:34.048622685,17.439
1970-01-01 11:18:34.055567130,17.376
1970-01-01 11:18:34.062511574,17.314
1970-01-01 11:18:34.069456019,17.314
1970-01-01 11:18:34.076400463,17.251
1970-01-01 11:18:34.083344907,17.188
1970-01-01 11:18:34.090289352,17.126
1970-01-01 11:18:34.097233796,17.063
1970-01-01 11:18:34.104178241,17.063
1970-01-01 11:18:34.111122685,17.0
1970-01-01 11:18:34.118067130,16.938
1970-01-01 11:18:34.125011573,16.938
1970-01-01 11:18:34.131956019,16.875
1970-01-01 11:18:34.138900463,16.812
1970-01-01 11:18:34.145844907,16.75
1970-01-01 11:18:34.152789352,16.75
1970-01-01 11:18:34.159733796,16.687
1970-01-01 11:18:34.166678241,16.624
1970-01-01 11:18:34.173622685,16.624
1970-01-01 11:18:34.180567130,16.562
1970-01-01 11:18:34.187511574,16.499
1970-01-01 11:18:34.194456019,16.499
1970-01-01 11:18:34.201400463,16.436
1970-01-01 11:18:34.208344907,16.374
1970-01-01 11:18:34.215289352,16.311
1970-01-01 11:18:34.222233796,16.248
1970-01-01 11:18:34.229178241,16.248
1970-01-01 11:18:34.236122685,16.186
1970-01-01 11:18:34.243067130,16.123
1970-01-01 11:18:34.250011574,16.123
1970-01-01 11:18:34.256956018,16.06
1970-01-01 11:18:34.263900462,15.998
1970-01-01 11:18:34.270844907,15.998
1970-01-01 11:18:34.277789352,15.935
1970-01-01 11:18:34.284733796,15.935
1970-01-01 11:18:34.291678241,15.872
1970-01-01 11:18:34.298622685,15.872
1970-01-01 11:18:34.305567130,15.81
1970-01-01 11:18:34.312511574,15.81
1970-01-01 11:18:34.319456019,15.81
1970-01-01 11:18:34.326400463,15.747
1970-01-01 11:18:34.333344907,15.747
1970-01-01 11:18:34.340289352,15.747
1970-01-01 11:18:34.347233796,15.747
1970-01-01 11:18:34.354178241,15.747
1970-01-01 11:18:34.361122685,15.747
1970-01-01 11:18:34.368067130,15.747
1970-01-01 11:18:34.375011574,15.81
1970-01-01 11:18:34.381956019,15.81
1970-01-01 11:18:34.388900463,15.81
1970-01-01 11:18:34.395844907,15.872
1970-01-01 11:18:34.402789352,15.872
1970-01-01 11:18:34.409733796,15.935
1970-01-01 11:18:34.416678241,15.935
1970-01-01 11:18:34.423622685,15.998
1970-01-01 11:18:34.430567130,16.06
1970-01-01 11:18:34.437511574,16.123
1970-01-01 11:18:34.444456019,16.186
1970-01-01 11:18:34.451400463,16.248
1970-01-01 11:18:34.458344907,16.311
1970-01-01 11:18:34.465289352,16.374
1970-01-01 11:18:34.472233796,16.436
1970-01-01 11:18:34.479178241,16.562
1970-01-01 11:18:34.486122685,16.624
1970-01-01 11:18:34.493067130,16.687
1970-01-01 11:18:34.500011573,16.812
1970-01-01 11:18:34.506956019,16.875
1970-01-01 11:18:34.513900463,16.938
1970-01-01 11:18:34.520844906,17.063
1970-01-01 11:18:34.527789352,17.126
1970-01-01 11:18:34.534733796,17.251
1970-01-01 11:18:34.541678241,17.314
1970-01-01 11:18:34.548622685,17.439
1970-01-01 11:18:34.555567130,17.564
1970-01-01 11:18:34.562511574,17.69
1970-01-01 11:18:34.569456019,17.815
1970-01-01 11:18:34.576400463,17.94
1970-01-01 11:18:34.583344907,18.003
1970-01-01 11:18:34.590289352,18.128
1970-01-01 11:18:34.597233796,18.254
1970-01-01 11:18:34.604178241,18.316
1970-01-01 11:18:34.611122685,18.441
1970-01-01 11:18:34.618067130,18.567
