Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6
16.612,16.938,16.728,16.331,16.234,15.969
15.9307152538938,16.43669350934,16.3760790000623,16.1542539267288,16.1206920980237,15.9164266561088
15.4525695449019,16.0437809789182,16.0540184937979,15.9088408858087,15.9596763736713,15.8203780920817
15.0579027134564,15.6916089720656,15.766461210249,15.6778550973892,15.7834475013081,15.6895376390795
14.9347206672058,15.4933268357596,15.5467396639574,15.4738875718052,15.6131779769757,15.5686590609348
15.6500137859533,15.7578250377758,15.5862270921291,15.3932284159876,15.5030093917555,15.446235013511
17.1431670579804,16.6040293834852,16.0260982560181,15.6033145653209,15.5556316706406,15.4252029564753
18.5262827198235,17.6070274026216,16.7257642031195,16.0232464847081,15.7969996507513,15.5511458974491
19.2254745927698,18.3220280912767,17.3546978613333,16.510884159966,16.1474259356103,15.7888672067512
19.1716414205138,18.5449021024879,17.6938238035682,16.8719116498918,16.4711977575249,16.0570060074164
18.6973852828032,18.4158065737157,17.7764613914249,17.0521686119235,16.6875495545976,16.2764947866642
18.0472515247326,18.0784625259606,17.6321798441656,17.0729489558229,16.7951078209593,16.417215200886
17.4561844050531,17.6668011754222,17.3945161425219,16.9566633319022,16.7881061222856,16.4756787356949
17.06306646974,17.3594131212211,17.1566105659188,16.8072941675914,16.7075040498728,16.4481428123678
16.7865616193653,17.1064388955058,16.9454836064746,16.6571899903908,16.6105404518118,16.3929502762174
16.6151589915494,16.9267132772774,16.7862923058818,16.5180038954942,16.5028851428793,16.3205595611815
16.626207675067,16.8632624270195,16.6749511790561,16.418660043277,16.4189992609004,16.2451459815544
16.9051190527036,16.9720381634814,16.6953312319705,16.3879907537158,16.36188260202,16.2088373093368
17.1057824330676,17.1047035908019,16.7858677025268,16.4185918513718,16.3578065451251,16.1554279678186
17.8652711484947,17.4981447746344,16.990897868794,16.5268049892061,16.4096439533911,16.191349146708
18.9948851297248,18.3075475677879,17.5194869979414,16.8365057715687,16.5739597228403,16.2935798053707
18.93458538882,18.5029497092982,17.8127400758962,17.1134946070093,16.7997870081715,16.4558544489096
18.7952437001914,18.4975192229126,17.9144859743264,17.2567205693611,16.973154293813,16.6034362401875
18.3164452519153,18.2990709764658,17.8552290313063,17.2921776876193,17.0478697733732,16.7124627074057
17.7021837120316,17.9097231466436,17.6386660412272,17.2198167665956,17.0488245329706,16.7311230218907
17.1369819374784,17.5066673131307,17.3684265841455,17.0591623275999,16.9720286374675,16.7211816412043
16.7073250423264,17.1426580813943,17.0888707386145,16.8537554821884,16.8417382519442,16.6486792323148
16.3764062711764,16.8542814059631,16.8338184894201,16.6527118715985,16.6909349945114,16.5429849253662
16.3428233333498,16.7022459762666,16.6667701644537,16.4883564773,16.5447808468096,16.4306911316563
16.9110008208299,16.9523523052173,16.7092641478899,16.4507153235036,16.4793422078931,16.3487286038177
17.9037375820055,17.5298928391154,17.0167016341015,16.581504943839,16.5029037391667,16.3409040744163
19.3553194647755,18.4862962262111,17.6424783101493,16.9333262527159,16.6895256250046,16.4137377249182
20.1136199147018,19.2409355335382,18.2586758126919,17.4016612615415,17.004858658159,16.6195543817079
20.0274358670556,19.4327986432787,18.5894050324389,17.7345884840932,17.3040410320651,16.8628304737432
19.6514417136012,19.324141320527,18.6652733712332,17.9022753429355,17.5130841144459,17.070231412956
19.1230077983434,19.0465038375749,18.5543671757288,17.9359914692692,17.6099853546778,17.1980114768255
18.3269623936885,18.5568641305082,18.2792862983355,17.8189612590186,17.5997295620877,17.2317238186161
17.5517501966471,17.9952972423607,17.8975719760555,17.5972397494674,17.4908290348419,17.2109237408496
16.8666192869849,17.4542241702458,17.4907847842769,17.3080228247534,17.3094100610163,17.1051835360627
16.2498476104577,16.9422251865671,17.080890935948,16.9939502145128,17.0836728946647,16.9431958090676
15.8931982534307,16.5585295673888,16.7180320779231,16.6985398047946,16.843100550127,16.7683042019675
16.3540022800131,16.663404301626,16.6191507332798,16.5226409011116,16.6526991697823,16.5985423832357
17.3663627817291,17.2237608090118,16.8766677483073,16.5743724692328,16.6036108777128,16.4858278609119
18.7565416783722,18.1194353461197,17.4252637594794,16.8613159941664,16.7208199692267,16.5204773926332
19.5727226245526,18.8755985005846,18.026525956778,17.2833136584796,16.9810430760201,16.674673290125
19.197612045603,18.8747598021282,18.2385695619597,17.5441186532214,17.2253824618004,16.8687351013264
18.7395097378463,18.6491031735745,18.1870975146483,17.5899775901494,17.3514835016204,17.0051524020772
18.1191580417144,18.2854505130408,17.9975230193395,17.5546231335171,17.3667067660377,17.058631146159
17.3398418760599,17.7762338428666,17.6811377001037,17.3813138169549,17.2997404801889,17.042791638162
16.5406964366756,17.1916662097718,17.2650792465169,17.1102694368515,17.1352892163539,16.9652923977167
15.8635839181998,16.6408286253549,16.8350063454951,16.7921572581152,16.9164082447418,16.8094593852343
15.2476404549334,16.106883927123,16.3827524008607,16.4448861446096,16.6481793503928,16.612474512909
14.9765612440212,15.7510235178589,16.0265023636252,16.1216168443219,16.3761098865363,16.3941484108947
15.6459560568636,15.9716222012539,15.9937329473694,15.9579120107987,16.1982978364388,16.2065112954053
17.0398352607081,16.7695452019443,16.3793878717993,16.0998312651507,16.1723380130014,16.1012638368807
18.9247816426413,18.0253797773757,17.1624939313197,16.5279867669354,16.3635593919529,16.1822674011659
19.9968420071976,19.0358752487446,17.9872128320197,17.1196006541403,16.7458551650945,16.4135785067088
19.7610118106621,19.1988734285801,18.3684258138928,17.5218100998307,17.1127158705012,16.7043246028858
19.3900711715987,19.0921284967491,18.4269873871497,17.716656510171,17.3453087829421,16.9299785745687
18.7471440280517,18.7487191340742,18.3162506502205,17.7401481546982,17.4541396567782,17.0751979419056
17.9574865378215,18.2316589576235,18.021336502747,17.6069341747623,17.4387694244881,17.1028621393346
17.1658279466042,17.6651172695235,17.6291553168586,17.3761180955716,17.313190668801,17.0759764934567
16.5475564968217,17.1516491962533,17.2166539969948,17.0843316729972,17.1321260054649,16.9637887191719
16.1292285596359,16.7543139334555,16.877526524487,16.8123464498194,16.9169808186661,16.806636906401
15.9896485317372,16.5349781402538,16.6166530732682,16.5682835096135,16.7095904506545,16.6437995239082
16.7103463761491,16.8323646611036,16.666910597944,16.4735278056168,16.5784963481225,16.5099955631697
18.0432701181195,17.6193213387175,17.0892328361641,16.6665867003475,16.6133370357645,16.4697986299587
19.854766663394,18.856736654461,17.8723637810508,17.1158374474637,16.8483303779279,16.5874205571044
20.9128122076297,19.8638026353463,18.7242760364722,17.7279301241028,17.2607452591843,16.8439538862148
20.6925739421989,20.0180183760233,19.088320642821,18.1475378470163,17.649831200531,17.1639368449922
20.3388165451676,19.929723264801,19.1759398996633,18.3495854395324,17.8945716568028,17.4132668165407
19.8361301845475,19.6662624838036,19.0972543992774,18.4059892607063,18.0275874800579,17.577081618896
19.3000697740394,19.3246151985246,18.9069872557512,18.3471720261178,18.0560607167158,17.6555043543171
18.7025997941493,18.9032984430207,18.655015974457,18.1974994523435,18.0061813341792,17.6635984135099
18.2511855325737,18.5242699964232,18.3548449747468,18.0150296274137,17.8948548040581,17.6095662181478
17.9539077754866,18.2633246623128,18.1237042801585,17.8257806181453,17.7647243392082,17.5303692539602
17.8661631342229,18.1184822227167,17.9560451546055,17.6832533098097,17.6406127491566,17.4337884152096
18.0894922046401,18.1799957508249,17.9218711534688,17.597461653758,17.5556442043924,17.3585624739012
18.2850469604858,18.2945683181036,17.9749975671272,17.5866013517247,17.5502010477085,17.3112083079785
18.5859190083786,18.4804403327591,18.0830319544707,17.6598989376334,17.5480619963955,17.2884261075385
18.7999923646907,18.6519527164693,18.215122539801,17.7301069127079,17.5832570496293,17.3426272912548
19.1691723322703,18.9567916135748,18.4155806934193,17.8689019112636,17.6633731576925,17.3754415609001
19.1853901218116,19.071982966135,18.5643745470936,18.0151596089723,17.7825793969647,17.4715596541796
18.9480323549419,18.9242869861681,18.525414939554,18.0199086870145,17.8444912162936,17.5302819946932
18.8062089868977,18.8323857957142,18.4758192048669,18.0214819853335,17.8713485743357,17.5416903380266
18.5486173834057,18.6514567333916,18.3721745186712,17.9664095632765,17.8281084084042,17.5336249610005
18.3506147350322,18.5131309784884,18.2646734076118,17.8923807232437,17.7923811450477,17.540208172613
18.2401968322175,18.3963688924776,18.1654389463668,17.8224218569037,17.7375417351841,17.5002310656136
18.1860817220199,18.3300211339239,18.095233469581,17.7582113711453,17.6836719350103,17.4676550679846
18.2019477865641,18.3188267949306,18.0514366909616,17.7104209691662,17.6582155559615,17.4280944901876
