Time
40710.0000115741
40710.0069560185
40710.013900463
40710.0208449074
40710.0277893519
40710.0347337963
40710.0416782407
40710.0486226852
40710.0555671296
40710.0625115741
40710.0694560185
40710.076400463
40710.0833449074
40710.0902893519
40710.0972337963
40710.1041782407
40710.1111226852
40710.1180671296
40710.1250115741
40710.1319560185
40710.138900463
40710.1458449074
40710.1527893519
40710.1597337963
40710.1666782407
40710.1736226852
40710.1805671296
40710.1875115741
40710.1944560185
40710.201400463
40710.2083449074
40710.2152893519
40710.2222337963
40710.2291782407
40710.2361226852
40710.2430671296
40710.2500115741
40710.2569560185
40710.263900463
40710.2708449074
40710.2777893519
40710.2847337963
40710.2916782407
40710.2986226852
40710.3055671296
40710.3125115741
40710.3194560185
40710.326400463
40710.3333449074
40710.3402893519
40710.3472337963
40710.3541782407
40710.3611226852
40710.3680671296
40710.3750115741
40710.3819560185
40710.388900463
40710.3958449074
40710.4027893519
40710.4097337963
40710.4166782407
40710.4236226852
40710.4305671296
40710.4375115741
40710.4444560185
40710.451400463
40710.4583449074
40710.4652893519
40710.4722337963
40710.4791782407
40710.4861226852
40710.4930671296
40710.5000115741
40710.5069560185
40710.513900463
40710.5208449074
40710.5277893519
40710.5347337963
40710.5416782407
40710.5486226852
40710.5555671296
40710.5625115741
40710.5694560185
40710.576400463
40710.5833449074
40710.5902893519
40710.5972337963
40710.6041782407
40710.6111226852
40710.6180671296
40710.6250115741
40710.6319560185
40710.638900463
40710.6458449074
40710.6527893519
40710.6597337963
40710.6666782407
40710.6736226852
40710.6805671296
40710.6875115741
40710.6944560185
40710.701400463
40710.7083449074
40710.7152893519
40710.7222337963
40710.7291782407
40710.7361226852
40710.7430671296
40710.7500115741
40710.7569560185
40710.763900463
40710.7708449074
40710.7777893519
40710.7847337963
40710.7916782407
40710.7986226852
40710.8055671296
40710.8125115741
40710.8194560185
40710.826400463
40710.8333449074
40710.8402893519
40710.8472337963
40710.8541782407
40710.8611226852
40710.8680671296
40710.8750115741
40710.8819560185
40710.888900463
40710.8958449074
40710.9027893519
40710.9097337963
40710.9166782407
40710.9236226852
40710.9305671296
40710.9375115741
40710.9444560185
40710.951400463
40710.9583449074
40710.9652893519
40710.9722337963
40710.9791782407
40710.9861226852
40710.9930671296
40711.0000115741
40711.0069560185
40711.013900463
40711.0208449074
40711.0277893519
40711.0347337963
40711.0416782407
40711.0486226852
40711.0555671296
40711.0625115741
40711.0694560185
40711.076400463
40711.0833449074
40711.0902893519
40711.0972337963
40711.1041782407
40711.1111226852
40711.1180671296
40711.1250115741
40711.1319560185
40711.138900463
40711.1458449074
40711.1527893519
40711.1597337963
40711.1666782407
40711.1736226852
40711.1805671296
40711.1875115741
40711.1944560185
40711.201400463
40711.2083449074
40711.2152893519
40711.2222337963
40711.2291782407
40711.2361226852
40711.2430671296
40711.2500115741
40711.2569560185
40711.263900463
40711.2708449074
40711.2777893519
40711.2847337963
40711.2916782407
40711.2986226852
40711.3055671296
40711.3125115741
40711.3194560185
40711.326400463
40711.3333449074
40711.3402893519
40711.3472337963
40711.3541782407
40711.3611226852
40711.3680671296
40711.3750115741
40711.3819560185
40711.388900463
40711.3958449074
40711.4027893519
40711.4097337963
40711.4166782407
40711.4236226852
40711.4305671296
40711.4375115741
40711.4444560185
40711.451400463
40711.4583449074
40711.4652893519
40711.4722337963
40711.4791782407
40711.4861226852
40711.4930671296
40711.5000115741
40711.5069560185
40711.513900463
40711.5208449074
40711.5277893519
40711.5347337963
40711.5416782407
40711.5486226852
40711.5555671296
40711.5625115741
40711.5694560185
40711.576400463
40711.5833449074
40711.5902893519
40711.5972337963
40711.6041782407
40711.6111226852
40711.6180671296
40711.6250115741
40711.6319560185
40711.638900463
40711.6458449074
40711.6527893519
40711.6597337963
40711.6666782407
40711.6736226852
40711.6805671296
40711.6875115741
40711.6944560185
40711.701400463
40711.7083449074
40711.7152893519
40711.7222337963
40711.7291782407
40711.7361226852
40711.7430671296
40711.7500115741
40711.7569560185
40711.763900463
40711.7708449074
40711.7777893519
40711.7847337963
40711.7916782407
40711.7986226852
40711.8055671296
40711.8125115741
40711.8194560185
40711.826400463
40711.8333449074
40711.8402893519
40711.8472337963
40711.8541782407
40711.8611226852
40711.8680671296
40711.8750115741
40711.8819560185
40711.888900463
40711.8958449074
40711.9027893519
40711.9097337963
40711.9166782407
40711.9236226852
40711.9305671296
40711.9375115741
40711.9444560185
40711.951400463
40711.9583449074
40711.9652893519
40711.9722337963
40711.9791782407
40711.9861226852
40711.9930671296
40712.0000115741
40712.0069560185
40712.013900463
40712.0208449074
40712.0277893519
40712.0347337963
40712.0416782407
40712.0486226852
40712.0555671296
40712.0625115741
40712.0694560185
40712.076400463
40712.0833449074
40712.0902893519
40712.0972337963
40712.1041782407
40712.1111226852
40712.1180671296
40712.1250115741
40712.1319560185
40712.138900463
40712.1458449074
40712.1527893519
40712.1597337963
40712.1666782407
40712.1736226852
40712.1805671296
40712.1875115741
40712.1944560185
40712.201400463
40712.2083449074
40712.2152893519
40712.2222337963
40712.2291782407
40712.2361226852
40712.2430671296
40712.2500115741
40712.2569560185
40712.263900463
40712.2708449074
40712.2777893519
40712.2847337963
40712.2916782407
40712.2986226852
40712.3055671296
40712.3125115741
40712.3194560185
40712.326400463
40712.3333449074
40712.3402893519
40712.3472337963
40712.3541782407
40712.3611226852
40712.3680671296
40712.3750115741
40712.3819560185
40712.388900463
40712.3958449074
40712.4027893519
40712.4097337963
40712.4166782407
40712.4236226852
40712.4305671296
40712.4375115741
40712.4444560185
40712.451400463
40712.4583449074
40712.4652893519
40712.4722337963
40712.4791782407
40712.4861226852
40712.4930671296
40712.5000115741
40712.5069560185
40712.513900463
40712.5208449074
40712.5277893519
40712.5347337963
40712.5416782407
40712.5486226852
40712.5555671296
40712.5625115741
40712.5694560185
40712.576400463
40712.5833449074
40712.5902893519
40712.5972337963
40712.6041782407
40712.6111226852
40712.6180671296
40712.6250115741
40712.6319560185
40712.638900463
40712.6458449074
40712.6527893519
40712.6597337963
40712.6666782407
40712.6736226852
40712.6805671296
