time,temperature
1970-01-01 11:18:30.000011574,16.468666666666664
1970-01-01 11:18:30.006956019,16.42683333333333
1970-01-01 11:18:30.013900463,16.41633333333333
1970-01-01 11:18:30.020844907,16.384833333333333
1970-01-01 11:18:30.027789352,16.3535
1970-01-01 11:18:30.034733796,16.332666666666668
1970-01-01 11:18:30.041678241,16.31183333333333
1970-01-01 11:18:30.048622685,16.290833333333328
1970-01-01 11:18:30.055567130,16.238833333333336
1970-01-01 11:18:30.062511574,16.238833333333336
1970-01-01 11:18:30.069456019,16.2075
1970-01-01 11:18:30.076400463,16.176000000000002
1970-01-01 11:18:30.083344907,16.14466666666667
1970-01-01 11:18:30.090289352,16.14466666666667
1970-01-01 11:18:30.097233796,16.113333333333333
1970-01-01 11:18:30.104178241,16.081833333333336
1970-01-01 11:18:30.111122685,16.061
1970-01-01 11:18:30.118067130,16.040166666666668
1970-01-01 11:18:30.125011573,16.019333333333336
1970-01-01 11:18:30.131956019,15.977833333333331
1970-01-01 11:18:30.138900463,15.977833333333331
1970-01-01 11:18:30.145844907,15.925666666666666
1970-01-01 11:18:30.152789352,15.925666666666666
1970-01-01 11:18:30.159733796,15.904666666666666
1970-01-01 11:18:30.166678241,15.8735
1970-01-01 11:18:30.173622685,15.84216666666667
1970-01-01 11:18:30.180567130,15.821166666666668
1970-01-01 11:18:30.187511574,15.800166666666668
1970-01-01 11:18:30.194456019,15.789666666666667
1970-01-01 11:18:30.201400463,15.758333333333335
1970-01-01 11:18:30.208344907,15.737500000000002
1970-01-01 11:18:30.215289352,15.716666666666667
1970-01-01 11:18:30.222233796,15.695666666666668
1970-01-01 11:18:30.229178241,15.674833333333332
1970-01-01 11:18:30.236122685,15.643500000000001
1970-01-01 11:18:30.243067130,15.643500000000001
1970-01-01 11:18:30.250011574,15.622666666666667
1970-01-01 11:18:30.256956018,15.591500000000002
1970-01-01 11:18:30.263900462,15.560166666666667
1970-01-01 11:18:30.270844907,15.560166666666667
1970-01-01 11:18:30.277789352,15.539166666666668
1970-01-01 11:18:30.284733796,15.518166666666668
1970-01-01 11:18:30.291678241,15.507666666666667
1970-01-01 11:18:30.298622685,15.486833333333335
1970-01-01 11:18:30.305567130,15.4765
1970-01-01 11:18:30.312511574,15.466000000000001
1970-01-01 11:18:30.319456019,15.4555
1970-01-01 11:18:30.326400463,15.445166666666667
1970-01-01 11:18:30.333344907,15.434666666666667
1970-01-01 11:18:30.340289352,15.434666666666667
1970-01-01 11:18:30.347233796,15.434666666666667
1970-01-01 11:18:30.354178241,15.424166666666666
1970-01-01 11:18:30.361122685,15.434666666666667
1970-01-01 11:18:30.368067130,15.4345
1970-01-01 11:18:30.375011574,15.4555
1970-01-01 11:18:30.381956019,15.455666666666668
1970-01-01 11:18:30.388900463,15.476500000000001
1970-01-01 11:18:30.395844907,15.487000000000002
1970-01-01 11:18:30.402789352,15.518166666666668
1970-01-01 11:18:30.409733796,15.539166666666667
1970-01-01 11:18:30.416678241,15.56
1970-01-01 11:18:30.423622685,15.581000000000001
1970-01-01 11:18:30.430567130,15.612166666666667
1970-01-01 11:18:30.437511574,15.643333333333333
1970-01-01 11:18:30.444456019,15.685333333333334
1970-01-01 11:18:30.451400463,15.726999999999999
1970-01-01 11:18:30.458344907,15.768666666666668
1970-01-01 11:18:30.465289352,15.821166666666665
1970-01-01 11:18:30.472233796,15.862833333333333
1970-01-01 11:18:30.479178241,15.915166666666666
1970-01-01 11:18:30.486122685,15.956666666666665
1970-01-01 11:18:30.493067130,15.9985
1970-01-01 11:18:30.500011573,16.050666666666665
1970-01-01 11:18:30.506956019,16.1135
1970-01-01 11:18:30.513900463,16.176166666666667
1970-01-01 11:18:30.520844906,16.228333333333335
1970-01-01 11:18:30.527789352,16.270166666666665
1970-01-01 11:18:30.534733796,16.332666666666665
1970-01-01 11:18:30.541678241,16.384833333333333
1970-01-01 11:18:30.548622685,16.437
1970-01-01 11:18:30.555567130,16.499833333333335
1970-01-01 11:18:30.562511574,16.551833333333335
1970-01-01 11:18:30.569456019,16.593500000000002
1970-01-01 11:18:30.576400463,16.645833333333332
1970-01-01 11:18:30.583344907,16.698
