freq,amplitude
0.00025,72882.986
0.0005,1168.264079391269
0.00075,1187.4998981812448
0.001,823.5841590205445
0.00125,752.5034295321645
0.0015,346.93871460452937
0.00175,1062.2607634771641
0.002,386.2051627741823
0.0022500000000000003,645.4074302397951
0.0025,304.40660810751075
0.00275,203.7914831417753
0.003,79.50324918883567
0.0032500000000000003,287.04893392642555
0.0035,184.39311105549902
0.00375,259.03801122876706
0.004,141.04095999189823
0.00425,228.6374277592091
0.0045000000000000005,159.65960184954122
0.00475,135.9310046287846
0.005,168.22650309036376
0.00525,212.563653687168
0.0055,162.95688244365076
0.00575,240.74620252256867
0.006,82.02779883810432
0.00625,102.58392705946038
0.006500000000000001,212.42855625891008
0.00675,367.8771405540183
0.007,217.0987773264465
0.00725,1133.7153243830542
0.0075,409.829817051064
0.00775,156.4808682081327
0.008,72.06114680830206
0.00825,127.56038877867618
0.0085,134.8778460429362
0.00875,75.94311718393683
0.009000000000000001,130.49768373567014
0.00925,20.655647264680823
0.0095,98.28192293497656
0.00975,110.64342352890286
0.01,73.77711943926
0.01025,41.264599306932595
0.0105,80.07181859574116
0.010750000000000001,40.30627610908933
0.011,77.62874968172865
0.01125,49.872319783529846
0.0115,48.22872957694345
0.01175,10.83003314496388
0.012,51.91259531357359
0.01225,60.46027122680392
0.0125,17.264416331796127
0.012750000000000001,25.310656678813288
0.013000000000000001,41.521664676676096
0.01325,33.38931200626826
0.0135,52.034122985765435
0.01375,44.671300843293544
0.014,85.28820348653848
0.01425,140.25545832615308
0.0145,76.76024394084932
0.014750000000000001,72.39326948299866
0.015,57.35671406243259
0.01525,50.441459714615185
0.0155,20.841458674260142
0.01575,28.89737542605226
0.016,43.92444505099491
0.01625,36.52208623454799
0.0165,37.411804592938175
0.01675,21.207361785953765
0.017,39.45284666731698
0.01725,36.47439825803693
0.0175,15.899922030930721
0.017750000000000002,26.15002509218636
0.018000000000000002,42.762399799742916
0.01825,27.102765288553098
0.0185,37.21036898130594
0.01875,28.175982154060286
0.019,29.37208987419969
0.01925,42.968383280367576
0.0195,25.941206046424966
0.01975,29.079720977922143
0.02,27.18860917751924
0.02025,23.17081696762929
0.0205,35.62733821291432
0.02075,43.63468404940029
0.021,57.67932541549527
0.02125,11.700477519456673
0.021500000000000002,18.296507343440155
0.021750000000000002,18.68580255302239
0.022,28.188163006575245
0.02225,16.108068818072255
0.0225,30.98964196350808
0.02275,30.69992234044852
0.023,17.644039061736915
0.02325,25.65526808790701
0.0235,30.453546638019148
0.02375,24.760768004703543
0.024,15.66351069461786
0.02425,25.695177362541074
0.0245,29.292292661592978
0.02475,22.85624285724888
0.025,19.154700832734665
0.02525,24.249356922905964
0.025500000000000002,19.243148139134746
0.025750000000000002,26.50300318837406
0.026000000000000002,21.112774966741497
0.02625,16.325816428721755
0.0265,18.233727646637252
0.02675,22.349174868329335
0.027,17.55132408614316
0.02725,17.568897342051
0.0275,20.50043907502601
0.02775,26.774714648213134
0.028,32.119915538447756
0.02825,21.16428685146692
0.0285,23.668945640364715
0.02875,17.177789384112845
0.029,11.600744362287596
0.02925,16.69746652005214
0.029500000000000002,19.43633954089429
0.029750000000000002,15.7040673420907
0.03,13.285334639231603
0.03025,15.610210182568148
0.0305,13.926023090480506
0.03075,14.625776248954889
0.031,14.340829239268695
0.03125,16.792162872939304
0.0315,20.791755570831928
0.03175,17.240781991453765
0.032,15.604709830313066
0.03225,17.57197258410323
0.0325,17.633211984201033
0.03275,15.4302366547779
0.033,17.60878963431097
0.03325,13.218994233130138
0.0335,13.056901500910055
0.03375,15.439571428828714
0.034,17.299031813505447
0.03425,15.651611289164832
0.0345,15.984048452810939
0.03475,16.89864430986628
0.035,4.738641401974966
0.035250000000000004,7.574235124772871
0.035500000000000004,17.01255332981411
0.035750000000000004,16.39599663528975
0.036000000000000004,14.394714453619269
0.03625,13.034788402169305
0.0365,14.861632562697734
0.03675,15.461524018677
0.037,15.725144069045468
0.03725,14.85507160304721
0.0375,13.946471007053596
0.03775,12.851357212278566
0.038,13.253684253146597
0.03825,14.400278460285868
0.0385,9.693059407599845
0.03875,7.754603155852607
0.039,13.046720207912049
0.03925,12.254165372385762
0.0395,11.875313632903024
0.03975,11.900281261162144
0.04,14.74643188264623
0.04025,14.143071993660202
0.0405,12.239070902999238
0.04075,13.602612355052162
0.041,14.801642342784092
0.04125,11.617897809003571
0.0415,12.160183984541728
0.04175,12.609051084637356
0.042,13.612700616964032
0.04225,11.304179120541363
0.0425,9.496693325021216
0.04275,11.042133480780342
0.043000000000000003,12.646908754327
0.043250000000000004,11.277334441181283
0.043500000000000004,9.230626620303958
0.043750000000000004,13.79985806968878
0.044,11.239649356721369
0.04425,10.922251202396371
0.0445,11.25678625474717
0.04475,12.431868107810823
0.045,13.79901399422843
0.04525,12.568829858461465
0.0455,12.59458366859525
0.04575,12.376873067267997
0.046,12.192840251766391
0.04625,11.962295137329583
0.0465,10.431013697260521
0.04675,9.218103374332903
0.047,11.03892407186527
0.04725,10.83001829226622
0.0475,9.899572868128432
0.04775,10.793666281818592
0.048,12.131030990283886
