sensor,tc,profundidad_m,amplitud_C,fase_rad,fase_deg,offset_C,R2
temp_1,TC5,0.56,0.16948733789616277,1.9048772364181055,109.14142613730137,18.01297011660114,0.037878380455021676
temp_2,TC5,0.0,2.6993407733390784,0.6449299230960044,36.951762675097804,18.227485464694798,0.8076007730900397
temp_3,TC1,0.56,0.1071903673305089,4.386487623056823,251.32722768752828,17.704279860675538,0.010190950129642662
temp_4,TC1,0.28,1.3083247490155245,6.044760318972547,346.33925444528023,17.549080742105325,0.6197575959026668
temp_5,TC1,0.0,3.423711756250487,1.0004912305127904,57.32392494823326,17.537614301950647,0.7931907422983502
temp_6,TC5,0.28,0.33224229847485415,4.3176860197976445,247.38518619704385,18.20632167454934,0.1230873561678546
